origin,destination,route_id,route_label,route_distance_km,avg_speed_kmh,traffic_level,estimated_time_min,estimated_energy_kWh,driving_style,vehicle_model,weather,is_optimal
Matara,Jaffna,Matara_Jaffna_C,C,84,43,high,140,20.792,Aggressive,Atto 3,monsoon,0
Kurunegala,Kandy,Kurunegala_Kandy_A,A,75,46,medium,102,13.77,Normal,Atto 3,heavy_rain,1
Kurunegala,Kandy,Kurunegala_Kandy_B,B,95,37,medium,161,16.635,Normal,Atto 3,light_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_C,C,70,43,high,117,14.112,Normal,ZS EV,monsoon,0
Matara,Trincomalee,Matara_Trincomalee_A,A,75,62,low,72,11.34,Eco,Model 3,monsoon,1
Matara,Trincomalee,Matara_Trincomalee_B,B,80,52,high,110,12.8,Normal,Leaf,sunny,0
Matara,Trincomalee,Matara_Trincomalee_C,C,73,63,medium,73,11.826,Normal,Model 3,heavy_rain,0
Ratnapura,Colombo,Ratnapura_Colombo_A,A,39,48,medium,51,6.027,Eco,Atto 3,cloudy,0
Ratnapura,Colombo,Ratnapura_Colombo_B,B,33,58,high,40,4.95,Normal,Model 3,sunny,1
Ratnapura,Colombo,Ratnapura_Colombo_C,C,36,44,medium,51,5.832,Normal,Model 3,heavy_rain,0
Trincomalee,Matara,Trincomalee_Matara_A,A,56,46,low,73,9.229,Normal,Leaf,light_rain,0
Trincomalee,Matara,Trincomalee_Matara_B,B,54,35,low,92,8.181,Normal,Model 3,cloudy,1
Trincomalee,Matara,Trincomalee_Matara_C,C,60,46,medium,82,10.368,Normal,Leaf,heavy_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_A,A,72,30,low,144,9.817,Eco,Model 3,cloudy,1
Kurunegala,Jaffna,Kurunegala_Jaffna_B,B,90,51,high,127,21.692,Aggressive,ZS EV,light_rain,0
Kurunegala,Jaffna,Kurunegala_Jaffna_C,C,94,35,high,193,14.813,Eco,Atto 3,light_rain,0
Jaffna,Colombo,Jaffna_Colombo_A,A,74,46,high,115,13.72,Normal,ZS EV,light_rain,0
Jaffna,Colombo,Jaffna_Colombo_B,B,80,43,low,111,10.8,Eco,Model 3,sunny,1
Jaffna,Colombo,Jaffna_Colombo_C,C,81,38,medium,134,12.271,Normal,Model 3,cloudy,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_A,A,60,53,medium,71,10.506,Normal,Atto 3,light_rain,1
Ratnapura,Kurunegala,Ratnapura_Kurunegala_B,B,71,52,low,81,10.735,Eco,Model 3,monsoon,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_C,C,64,33,medium,122,10.989,Normal,Atto 3,cloudy,0
Colombo,Kandy,Colombo_Kandy_A,A,84,49,high,123,15.271,Normal,ZS EV,cloudy,0
Colombo,Kandy,Colombo_Kandy_B,B,91,59,low,92,17.69,Normal,ZS EV,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_C,C,85,51,low,100,13.736,Normal,Leaf,cloudy,1
Galle,Kandy,Galle_Kandy_A,A,61,36,medium,106,11.09,Normal,ZS EV,cloudy,0
Galle,Kandy,Galle_Kandy_B,B,43,49,high,63,8.187,Normal,Atto 3,monsoon,1
Galle,Kandy,Galle_Kandy_C,C,52,51,high,73,8.84,Normal,Atto 3,sunny,0
Jaffna,Matara,Jaffna_Matara_A,A,52,48,high,78,7.713,Eco,Leaf,light_rain,1
Jaffna,Matara,Jaffna_Matara_B,B,72,50,medium,90,10.908,Normal,Model 3,cloudy,0
Jaffna,Matara,Jaffna_Matara_C,C,67,56,medium,75,12.06,Normal,ZS EV,sunny,0
Matara,Kandy,Matara_Kandy_A,A,28,62,medium,28,6.374,Aggressive,Atto 3,light_rain,0
Matara,Kandy,Matara_Kandy_B,B,25,51,high,35,3.476,Eco,Model 3,light_rain,1
Matara,Kandy,Matara_Kandy_C,C,31,59,medium,33,5.01,Normal,Leaf,cloudy,0
Matara,Trincomalee,Matara_Trincomalee_A,A,27,36,medium,47,6.444,Aggressive,Atto 3,heavy_rain,0
Matara,Trincomalee,Matara_Trincomalee_B,B,29,48,medium,38,7.6,Aggressive,ZS EV,monsoon,0
Matara,Trincomalee,Matara_Trincomalee_C,C,29,63,medium,29,5.522,Normal,Atto 3,monsoon,1
Jaffna,Colombo,Jaffna_Colombo_A,A,70,41,low,102,15.725,Aggressive,Leaf,heavy_rain,0
Jaffna,Colombo,Jaffna_Colombo_B,B,95,29,high,235,17.1,Normal,ZS EV,sunny,0
Jaffna,Colombo,Jaffna_Colombo_C,C,68,33,high,148,10.2,Normal,Model 3,sunny,1
Galle,Colombo,Galle_Colombo_A,A,78,40,low,117,12.131,Eco,Leaf,heavy_rain,1
Galle,Colombo,Galle_Colombo_B,B,79,56,low,84,14.334,Eco,ZS EV,monsoon,0
Galle,Colombo,Galle_Colombo_C,C,95,57,medium,105,15.39,Normal,Model 3,heavy_rain,0
Galle,Kurunegala,Galle_Kurunegala_A,A,70,31,high,162,11.29,Eco,Leaf,monsoon,1
Galle,Kurunegala,Galle_Kurunegala_B,B,72,52,high,99,13.997,Normal,ZS EV,heavy_rain,0
Galle,Kurunegala,Galle_Kurunegala_C,C,62,56,high,79,12.053,Normal,ZS EV,heavy_rain,0
Matara,Kurunegala,Matara_Kurunegala_A,A,80,46,high,125,13.09,Eco,ZS EV,cloudy,0
Matara,Kurunegala,Matara_Kurunegala_B,B,64,58,medium,69,10.342,Normal,Leaf,cloudy,1
Matara,Kurunegala,Matara_Kurunegala_C,C,80,63,high,91,14.336,Normal,Leaf,monsoon,0
Ratnapura,Galle,Ratnapura_Galle_A,A,88,58,medium,95,15.84,Normal,ZS EV,sunny,0
Ratnapura,Galle,Ratnapura_Galle_B,B,92,58,high,114,15.64,Normal,Atto 3,sunny,1
Ratnapura,Galle,Ratnapura_Galle_C,C,117,58,low,121,22.277,Normal,Atto 3,monsoon,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,111,56,medium,124,16.816,Normal,Model 3,cloudy,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,104,62,low,100,14.976,Eco,Leaf,sunny,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,87,50,high,125,15.817,Normal,ZS EV,cloudy,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_A,A,45,59,medium,48,8.343,Normal,ZS EV,light_rain,1
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_B,B,44,20,medium,138,8.078,Normal,Atto 3,heavy_rain,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_C,C,54,39,low,83,12.636,Aggressive,ZS EV,sunny,0
Galle,Jaffna,Galle_Jaffna_A,A,118,40,low,177,20.39,Normal,Leaf,heavy_rain,0
Galle,Jaffna,Galle_Jaffna_B,B,104,67,high,111,16.64,Normal,Leaf,sunny,0
Galle,Jaffna,Galle_Jaffna_C,C,89,46,low,116,16.34,Normal,Atto 3,heavy_rain,1
Kurunegala,Galle,Kurunegala_Galle_A,A,97,62,high,112,15.286,Eco,Atto 3,light_rain,0
Kurunegala,Galle,Kurunegala_Galle_B,B,78,46,high,122,13.104,Normal,Model 3,monsoon,1
Kurunegala,Galle,Kurunegala_Galle_C,C,96,54,high,127,17.203,Normal,Leaf,monsoon,0
Kandy,Jaffna,Kandy_Jaffna_A,A,44,44,medium,63,7.555,Normal,Atto 3,cloudy,1
Kandy,Jaffna,Kandy_Jaffna_B,B,48,41,medium,73,10.926,Aggressive,Atto 3,light_rain,0
Kandy,Jaffna,Kandy_Jaffna_C,C,36,42,low,51,7.713,Aggressive,Leaf,light_rain,0
Trincomalee,Galle,Trincomalee_Galle_A,A,95,69,low,82,18.088,Normal,Atto 3,monsoon,0
Trincomalee,Galle,Trincomalee_Galle_B,B,100,54,high,133,14.544,Eco,Leaf,cloudy,1
Trincomalee,Galle,Trincomalee_Galle_C,C,100,48,high,150,16.16,Normal,Leaf,cloudy,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_A,A,38,44,low,51,6.279,Eco,Atto 3,heavy_rain,1
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_B,B,39,58,high,48,7.582,Normal,ZS EV,heavy_rain,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_C,C,45,44,low,61,9.36,Aggressive,Leaf,sunny,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_A,A,51,28,high,131,12.889,Aggressive,ZS EV,heavy_rain,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_B,B,55,50,low,66,8.332,Normal,Model 3,cloudy,1
Anuradhapura,Jaffna,Anuradhapura_Jaffna_C,C,58,40,high,104,12.818,Aggressive,Atto 3,sunny,0
Batticaloa,Matara,Batticaloa_Matara_A,A,71,40,low,106,17.112,Aggressive,ZS EV,light_rain,0
Batticaloa,Matara,Batticaloa_Matara_B,B,72,50,low,86,13.09,Normal,ZS EV,cloudy,0
Batticaloa,Matara,Batticaloa_Matara_C,C,51,43,medium,74,12.292,Aggressive,ZS EV,light_rain,1
Anuradhapura,Galle,Anuradhapura_Galle_A,A,45,52,high,62,10.635,Aggressive,ZS EV,cloudy,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,41,45,low,54,9.594,Aggressive,ZS EV,sunny,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,47,47,medium,63,8.46,Normal,ZS EV,sunny,1
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_A,A,70,57,low,73,11.76,Normal,Model 3,monsoon,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_B,B,78,53,low,88,10.53,Eco,Model 3,sunny,1
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_C,C,72,52,high,99,11.664,Eco,ZS EV,sunny,0
Galle,Jaffna,Galle_Jaffna_A,A,108,71,high,109,20.995,Normal,ZS EV,heavy_rain,0
Galle,Jaffna,Galle_Jaffna_B,B,108,44,low,147,17.846,Eco,Atto 3,heavy_rain,1
Galle,Jaffna,Galle_Jaffna_C,C,85,50,low,102,19.802,Aggressive,Leaf,monsoon,0
Ratnapura,Galle,Ratnapura_Galle_A,A,23,55,high,30,4.844,Aggressive,Model 3,heavy_rain,0
Ratnapura,Galle,Ratnapura_Galle_B,B,25,63,high,28,3.75,Normal,Model 3,sunny,1
Ratnapura,Galle,Ratnapura_Galle_C,C,23,45,high,36,3.79,Normal,Leaf,light_rain,0
Jaffna,Colombo,Jaffna_Colombo_A,A,99,50,low,118,14.998,Normal,Model 3,cloudy,1
Jaffna,Colombo,Jaffna_Colombo_B,B,108,37,high,210,17.496,Normal,Model 3,heavy_rain,0
Jaffna,Colombo,Jaffna_Colombo_C,C,115,20,medium,362,17.25,Normal,Model 3,sunny,0
Matara,Colombo,Matara_Colombo_A,A,113,58,low,116,22.035,Aggressive,Model 3,sunny,0
Matara,Colombo,Matara_Colombo_B,B,128,40,medium,201,21.358,Eco,ZS EV,light_rain,1
Matara,Colombo,Matara_Colombo_C,C,100,45,low,133,22.321,Aggressive,Atto 3,cloudy,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_A,A,108,55,low,117,18.144,Normal,Model 3,monsoon,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_B,B,88,52,high,121,13.2,Normal,Model 3,sunny,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_C,C,95,70,high,97,24.008,Aggressive,ZS EV,heavy_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_A,A,121,31,low,234,20.19,Eco,ZS EV,light_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_B,B,94,75,high,90,15.98,Normal,Atto 3,sunny,1
Kurunegala,Kandy,Kurunegala_Kandy_C,C,126,35,low,216,17.18,Eco,Model 3,cloudy,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_A,A,28,63,high,31,4.76,Normal,Atto 3,sunny,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_B,B,27,55,medium,30,5.443,Normal,ZS EV,monsoon,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_C,C,31,50,low,37,4.311,Eco,Model 3,light_rain,1
Batticaloa,Galle,Batticaloa_Galle_A,A,119,57,low,125,19.04,Normal,Leaf,sunny,1
Batticaloa,Galle,Batticaloa_Galle_B,B,108,41,medium,165,20.563,Normal,Atto 3,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_C,C,120,61,high,141,23.634,Aggressive,Model 3,cloudy,0
Colombo,Anuradhapura,Colombo_Anuradhapura_A,A,77,47,high,117,15.523,Normal,ZS EV,monsoon,0
Colombo,Anuradhapura,Colombo_Anuradhapura_B,B,76,59,low,77,11.628,Eco,Atto 3,sunny,1
Colombo,Anuradhapura,Colombo_Anuradhapura_C,C,105,60,medium,110,16.968,Normal,Leaf,cloudy,0
Colombo,Galle,Colombo_Galle_A,A,44,52,high,60,7.096,Eco,Leaf,monsoon,1
Colombo,Galle,Colombo_Galle_B,B,52,51,high,73,8.84,Normal,Atto 3,sunny,0
Colombo,Galle,Colombo_Galle_C,C,52,46,medium,71,10.483,Normal,ZS EV,monsoon,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_A,A,76,70,low,65,13.789,Eco,ZS EV,monsoon,1
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_B,B,97,32,low,181,15.644,Eco,Leaf,monsoon,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_C,C,73,47,high,111,17.424,Aggressive,Atto 3,heavy_rain,0
Matara,Kandy,Matara_Kandy_A,A,71,73,low,58,11.474,Normal,Leaf,cloudy,1
Matara,Kandy,Matara_Kandy_B,B,72,49,medium,92,12.607,Normal,Atto 3,light_rain,0
Matara,Kandy,Matara_Kandy_C,C,75,33,low,136,14.58,Normal,ZS EV,heavy_rain,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,99,30,low,198,14.85,Normal,Model 3,sunny,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,85,24,high,255,18.785,Aggressive,Atto 3,sunny,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,86,52,medium,104,11.726,Eco,Model 3,cloudy,1
Ratnapura,Jaffna,Ratnapura_Jaffna_A,A,37,47,high,56,6.63,Normal,Leaf,monsoon,0
Ratnapura,Jaffna,Ratnapura_Jaffna_B,B,35,66,high,38,5.88,Normal,Model 3,monsoon,1
Ratnapura,Jaffna,Ratnapura_Jaffna_C,C,39,54,medium,45,7.231,Normal,ZS EV,light_rain,0
Colombo,Matara,Colombo_Matara_A,A,97,53,high,131,22.698,Aggressive,ZS EV,sunny,0
Colombo,Matara,Colombo_Matara_B,B,100,62,low,96,15.45,Normal,Model 3,light_rain,1
Colombo,Matara,Colombo_Matara_C,C,96,38,low,151,22.364,Aggressive,Leaf,monsoon,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_A,A,27,42,low,38,4.131,Eco,Atto 3,sunny,1
Kurunegala,Ratnapura,Kurunegala_Ratnapura_B,B,24,51,medium,29,5.672,Aggressive,ZS EV,cloudy,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_C,C,29,20,medium,91,5.638,Normal,ZS EV,heavy_rain,0
Ratnapura,Matara,Ratnapura_Matara_A,A,100,61,medium,103,19.04,Normal,Atto 3,monsoon,0
Ratnapura,Matara,Ratnapura_Matara_B,B,88,37,medium,149,13.2,Normal,Model 3,sunny,1
Ratnapura,Matara,Ratnapura_Matara_C,C,122,68,low,107,18.483,Normal,Model 3,cloudy,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_A,A,34,28,medium,76,4.728,Eco,Model 3,light_rain,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_B,B,38,42,high,65,6.977,Normal,Atto 3,heavy_rain,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_C,C,39,58,medium,42,5.423,Eco,Model 3,light_rain,0
Ratnapura,Galle,Ratnapura_Galle_A,A,20,58,high,24,2.909,Eco,Leaf,cloudy,0
Ratnapura,Galle,Ratnapura_Galle_B,B,18,52,high,24,2.88,Normal,Leaf,sunny,1
Ratnapura,Galle,Ratnapura_Galle_C,C,24,47,low,30,3.6,Normal,Model 3,sunny,0
Trincomalee,Kandy,Trincomalee_Kandy_A,A,40,38,medium,66,9.318,Aggressive,Leaf,monsoon,0
Trincomalee,Kandy,Trincomalee_Kandy_B,B,38,37,low,61,6.156,Normal,Model 3,heavy_rain,1
Trincomalee,Kandy,Trincomalee_Kandy_C,C,31,21,high,106,6.026,Normal,ZS EV,heavy_rain,0
Batticaloa,Jaffna,Batticaloa_Jaffna_A,A,74,50,medium,93,11.958,Normal,Leaf,cloudy,0
Batticaloa,Jaffna,Batticaloa_Jaffna_B,B,69,57,low,72,10.433,Eco,Model 3,monsoon,1
Batticaloa,Jaffna,Batticaloa_Jaffna_C,C,77,54,high,102,12.723,Eco,Atto 3,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_A,A,121,79,low,91,30.579,Aggressive,ZS EV,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_B,B,126,54,high,168,21.634,Normal,Atto 3,cloudy,1
Colombo,Kandy,Colombo_Kandy_C,C,110,41,medium,169,23.109,Aggressive,Leaf,cloudy,0
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,112,61,medium,115,21.325,Normal,Atto 3,monsoon,0
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,108,70,medium,97,20.023,Normal,ZS EV,light_rain,0
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,98,44,low,133,13.362,Eco,Model 3,cloudy,1
Jaffna,Ratnapura,Jaffna_Ratnapura_A,A,76,47,high,116,13.619,Normal,Leaf,monsoon,0
Jaffna,Ratnapura,Jaffna_Ratnapura_B,B,92,40,medium,144,17.885,Normal,ZS EV,heavy_rain,0
Jaffna,Ratnapura,Jaffna_Ratnapura_C,C,73,64,medium,71,11.169,Eco,Atto 3,sunny,1
Galle,Anuradhapura,Galle_Anuradhapura_A,A,132,51,high,186,17.82,Eco,Model 3,sunny,1
Galle,Anuradhapura,Galle_Anuradhapura_B,B,105,69,high,109,24.57,Aggressive,ZS EV,sunny,0
Galle,Anuradhapura,Galle_Anuradhapura_C,C,128,44,high,209,17.798,Eco,Model 3,light_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,101,55,high,132,18.725,Normal,ZS EV,light_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,95,50,low,114,17.271,Normal,ZS EV,cloudy,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,124,58,high,153,18.6,Normal,Model 3,sunny,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_A,A,36,55,low,39,7.956,Aggressive,Atto 3,sunny,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_B,B,41,34,low,72,9.061,Aggressive,Atto 3,sunny,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_C,C,39,56,medium,43,7.02,Normal,ZS EV,sunny,1
Kandy,Jaffna,Kandy_Jaffna_A,A,67,54,medium,78,12.301,Normal,Atto 3,heavy_rain,0
Kandy,Jaffna,Kandy_Jaffna_B,B,69,29,medium,149,9.408,Eco,Model 3,cloudy,1
Kandy,Jaffna,Kandy_Jaffna_C,C,78,69,high,81,13.978,Normal,Leaf,monsoon,0
Matara,Batticaloa,Matara_Batticaloa_A,A,78,54,high,104,11.7,Normal,Model 3,sunny,1
Matara,Batticaloa,Matara_Batticaloa_B,B,85,41,medium,130,14.688,Normal,Leaf,heavy_rain,0
Matara,Batticaloa,Matara_Batticaloa_C,C,70,37,medium,119,11.76,Normal,Model 3,monsoon,0
Matara,Kandy,Matara_Kandy_A,A,84,69,high,87,12.726,Normal,Model 3,cloudy,0
Matara,Kandy,Matara_Kandy_B,B,88,37,high,171,12.672,Eco,Leaf,sunny,0
Matara,Kandy,Matara_Kandy_C,C,77,60,medium,80,11.896,Normal,Model 3,light_rain,1
Batticaloa,Jaffna,Batticaloa_Jaffna_A,A,73,47,medium,97,14.717,Normal,ZS EV,monsoon,0
Batticaloa,Jaffna,Batticaloa_Jaffna_B,B,72,52,medium,87,10.8,Normal,Model 3,sunny,1
Batticaloa,Jaffna,Batticaloa_Jaffna_C,C,94,58,high,116,13.536,Eco,Leaf,sunny,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,141,44,low,192,24.365,Normal,Leaf,heavy_rain,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,130,42,medium,195,22.1,Normal,Atto 3,sunny,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,117,34,high,247,19.282,Normal,Leaf,light_rain,1
Matara,Trincomalee,Matara_Trincomalee_A,A,55,35,medium,99,9.999,Normal,ZS EV,cloudy,1
Matara,Trincomalee,Matara_Trincomalee_B,B,78,48,low,97,13.647,Eco,ZS EV,heavy_rain,0
Matara,Trincomalee,Matara_Trincomalee_C,C,69,44,low,94,11.513,Eco,ZS EV,light_rain,0
Matara,Anuradhapura,Matara_Anuradhapura_A,A,21,43,low,29,3.244,Normal,Model 3,light_rain,1
Matara,Anuradhapura,Matara_Anuradhapura_B,B,25,45,low,33,4.924,Aggressive,Model 3,cloudy,0
Matara,Anuradhapura,Matara_Anuradhapura_C,C,26,51,low,30,4.464,Normal,Atto 3,cloudy,0
Batticaloa,Jaffna,Batticaloa_Jaffna_A,A,101,67,low,90,18.362,Normal,ZS EV,cloudy,1
Batticaloa,Jaffna,Batticaloa_Jaffna_B,B,116,36,medium,203,18.792,Normal,Model 3,heavy_rain,0
Batticaloa,Jaffna,Batticaloa_Jaffna_C,C,97,58,high,120,24.514,Aggressive,ZS EV,heavy_rain,0
Ratnapura,Galle,Ratnapura_Galle_A,A,129,49,high,189,23.684,Normal,Atto 3,heavy_rain,0
Ratnapura,Galle,Ratnapura_Galle_B,B,112,44,low,152,19.23,Normal,Atto 3,cloudy,0
Ratnapura,Galle,Ratnapura_Galle_C,C,114,37,medium,194,17.613,Normal,Model 3,light_rain,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,75,67,low,67,10.226,Eco,Model 3,cloudy,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,74,63,low,70,17.835,Aggressive,ZS EV,light_rain,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,97,56,high,124,16.655,Normal,Atto 3,cloudy,0
Kandy,Batticaloa,Kandy_Batticaloa_A,A,47,59,low,47,7.12,Normal,Model 3,cloudy,1
Kandy,Batticaloa,Kandy_Batticaloa_B,B,56,40,low,84,8.652,Normal,Model 3,light_rain,0
Kandy,Batticaloa,Kandy_Batticaloa_C,C,61,38,high,115,10.453,Eco,Atto 3,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,31,39,medium,50,5.0,Eco,Leaf,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,30,41,low,43,5.04,Normal,Model 3,monsoon,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,39,75,low,31,6.302,Normal,Leaf,cloudy,0
Jaffna,Kurunegala,Jaffna_Kurunegala_A,A,115,24,low,287,15.68,Eco,Model 3,cloudy,1
Jaffna,Kurunegala,Jaffna_Kurunegala_B,B,134,49,medium,172,18.09,Eco,Model 3,sunny,0
Jaffna,Kurunegala,Jaffna_Kurunegala_C,C,126,49,low,154,24.494,Normal,ZS EV,heavy_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,29,49,high,42,5.078,Normal,Atto 3,light_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,28,47,low,35,4.838,Normal,Leaf,heavy_rain,1
Anuradhapura,Galle,Anuradhapura_Galle_C,C,27,32,high,60,6.146,Aggressive,Atto 3,light_rain,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_A,A,66,45,medium,92,17.297,Aggressive,ZS EV,monsoon,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_B,B,68,50,medium,85,12.24,Normal,ZS EV,sunny,1
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_C,C,85,60,high,102,14.595,Normal,Atto 3,cloudy,0
Trincomalee,Galle,Trincomalee_Galle_A,A,113,38,high,214,20.95,Normal,ZS EV,light_rain,0
Trincomalee,Galle,Trincomalee_Galle_B,B,102,64,low,95,18.911,Normal,ZS EV,light_rain,0
Trincomalee,Galle,Trincomalee_Galle_C,C,91,37,medium,154,16.38,Normal,ZS EV,sunny,1
Ratnapura,Matara,Ratnapura_Matara_A,A,64,42,high,109,10.368,Normal,Model 3,heavy_rain,0
Ratnapura,Matara,Ratnapura_Matara_B,B,55,57,medium,60,8.91,Normal,Model 3,heavy_rain,0
Ratnapura,Matara,Ratnapura_Matara_C,C,60,43,high,100,8.1,Eco,Model 3,sunny,1
Ratnapura,Kurunegala,Ratnapura_Kurunegala_A,A,28,55,low,30,4.808,Normal,Atto 3,cloudy,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_B,B,28,53,low,31,4.704,Normal,Model 3,monsoon,1
Ratnapura,Kurunegala,Ratnapura_Kurunegala_C,C,27,59,high,32,5.006,Normal,ZS EV,light_rain,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_A,A,35,44,high,57,8.436,Aggressive,ZS EV,light_rain,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_B,B,32,51,low,37,7.072,Aggressive,Atto 3,sunny,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_C,C,34,42,low,48,5.1,Normal,Model 3,sunny,1
Matara,Kurunegala,Matara_Kurunegala_A,A,97,48,high,145,22.925,Aggressive,ZS EV,cloudy,0
Matara,Kurunegala,Matara_Kurunegala_B,B,120,41,low,175,20.4,Normal,Atto 3,sunny,0
Matara,Kurunegala,Matara_Kurunegala_C,C,101,47,high,154,15.917,Eco,Atto 3,light_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_A,A,32,45,medium,44,5.875,Normal,Atto 3,heavy_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,32,55,high,41,5.274,Normal,Leaf,light_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_C,C,31,53,high,42,6.77,Aggressive,Model 3,monsoon,0
Colombo,Galle,Colombo_Galle_A,A,89,80,low,66,16.946,Normal,Atto 3,monsoon,1
Colombo,Galle,Colombo_Galle_B,B,101,48,high,151,17.17,Normal,Atto 3,sunny,0
Colombo,Galle,Colombo_Galle_C,C,107,51,low,125,17.291,Normal,Leaf,cloudy,0
Galle,Batticaloa,Galle_Batticaloa_A,A,97,45,low,129,20.176,Aggressive,Leaf,sunny,0
Galle,Batticaloa,Galle_Batticaloa_B,B,95,46,high,148,18.468,Normal,ZS EV,heavy_rain,0
Galle,Batticaloa,Galle_Batticaloa_C,C,76,55,medium,87,13.619,Normal,Leaf,monsoon,1
Colombo,Batticaloa,Colombo_Batticaloa_A,A,145,51,high,204,28.188,Normal,ZS EV,heavy_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,122,52,low,140,21.082,Normal,Leaf,heavy_rain,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,142,28,low,304,25.446,Normal,Leaf,monsoon,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_A,A,96,45,low,128,14.832,Normal,Model 3,light_rain,1
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_B,B,110,70,low,94,20.394,Normal,ZS EV,light_rain,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_C,C,99,43,high,165,18.355,Normal,ZS EV,light_rain,0
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_A,A,79,30,low,158,12.926,Eco,ZS EV,cloudy,1
Anuradhapura,Trincomalee,Anuradhapura_Trincomalee_B,B,71,39,medium,114,13.802,Normal,ZS EV,heavy_rain,0
