trip_id,vehicle_model,battery_capacity_kWh,battery_start_%,battery_start_kWh,eff_kWh_per_km,max_possible_km,predicted_remaining_km
TR002912,Atto 3,75,45.64,34.23,0.1615,211.95,154.81
TR002913,ZS EV,50,69.78,34.89,0.216,161.53,0.0
TR002914,Model 3,75,71.18,53.385,0.18,296.58,0.0
TR002915,Leaf,40,58.78,23.512,0.16,146.95,0.0
TR002916,ZS EV,60,97.37,58.422,0.18,324.57,220.98
TR002917,Model 3,50,63.27,31.635,0.1425,222.0,40.36
TR002918,Model 3,75,57.1,42.825,0.15,285.5,203.01
TR002919,Model 3,75,87.0,65.25,0.15,435.0,331.13
TR002920,Atto 3,75,44.5,33.375,0.17,196.32,74.59
TR002921,Model 3,50,81.23,40.615,0.15,270.77,173.23
TR002922,ZS EV,50,79.52,39.76,0.171,232.51,36.66
TR002923,ZS EV,75,55.42,41.565,0.216,192.43,0.0
TR002924,Atto 3,60,54.46,32.676,0.17,192.21,37.84
TR002925,ZS EV,60,88.72,53.232,0.216,246.44,136.78
TR002926,Atto 3,40,70.0,28.0,0.204,137.25,0.0
TR002927,Atto 3,60,56.44,33.864,0.1615,209.68,0.0
TR002928,Atto 3,40,56.63,22.652,0.204,111.04,41.2
TR002929,Model 3,40,58.39,23.356,0.18,129.76,47.74
TR002930,Atto 3,40,51.53,20.612,0.204,101.04,0.0
TR002931,ZS EV,75,92.95,69.713,0.18,387.29,320.89
TR002932,Leaf,60,98.68,59.208,0.152,389.53,35.22
TR002933,Atto 3,50,59.83,29.915,0.17,175.97,10.78
TR002934,ZS EV,40,46.48,18.592,0.216,86.07,0.0
TR002935,Atto 3,60,95.31,57.186,0.17,336.39,260.58
TR002936,Leaf,60,59.14,35.484,0.152,233.45,85.07
TR002937,ZS EV,75,63.28,47.46,0.18,263.67,0.0
TR002938,Model 3,60,94.19,56.514,0.18,313.97,36.93
TR002939,Atto 3,75,65.19,48.892,0.17,287.6,17.24
TR002940,Atto 3,60,56.0,33.6,0.17,197.65,113.52
TR002941,Leaf,40,78.57,31.428,0.192,163.69,0.0
TR002942,ZS EV,60,93.1,55.86,0.171,326.67,202.85
TR002943,Model 3,50,65.87,32.935,0.15,219.57,140.86
TR002944,Model 3,50,42.4,21.2,0.15,141.33,92.23
TR002945,ZS EV,40,68.88,27.552,0.216,127.56,0.0
TR002946,Leaf,60,67.97,40.782,0.152,268.3,199.28
TR002947,Leaf,50,80.03,40.015,0.152,263.26,97.03
TR002948,Atto 3,50,44.68,22.34,0.17,131.41,0.0
TR002949,ZS EV,50,47.94,23.97,0.18,133.17,0.0
TR002950,Model 3,75,65.51,49.133,0.15,327.55,286.08
TR002951,Leaf,75,58.37,43.778,0.192,228.01,190.68
TR002952,Atto 3,75,87.91,65.933,0.17,387.84,257.41
TR002953,Model 3,50,77.84,38.92,0.15,259.47,118.77
TR002954,Model 3,60,93.15,55.89,0.15,372.6,138.8
TR002955,Model 3,60,68.96,41.376,0.15,275.84,227.14
TR002956,ZS EV,50,49.5,24.75,0.18,137.5,0.0
TR002957,Model 3,60,98.6,59.16,0.1425,415.16,357.82
TR002958,ZS EV,60,73.68,44.208,0.18,245.6,211.94
TR002959,Atto 3,60,77.41,46.446,0.1615,287.59,6.58
TR002960,ZS EV,50,57.62,28.81,0.18,160.06,55.38
TR002961,Leaf,40,68.04,27.216,0.16,170.1,0.0
TR002962,Atto 3,60,84.25,50.55,0.17,297.35,201.96
TR002963,Leaf,40,78.53,31.412,0.16,196.32,22.13
TR002964,ZS EV,75,98.12,73.59,0.18,408.83,344.5
TR002965,Model 3,40,88.29,35.316,0.1425,247.83,0.0
TR002966,Atto 3,50,74.91,37.455,0.204,183.6,0.0
TR002967,ZS EV,60,88.07,52.842,0.171,309.02,259.12
TR002968,ZS EV,40,86.39,34.556,0.18,191.98,86.81
TR002969,Leaf,60,52.42,31.452,0.16,196.58,0.0
TR002970,Leaf,75,71.9,53.925,0.16,337.03,273.53
TR002971,Atto 3,60,75.46,45.276,0.17,266.33,121.37
TR002972,ZS EV,60,40.09,24.054,0.18,133.63,70.36
TR002973,Atto 3,60,85.71,51.426,0.17,302.51,121.29
TR002974,Leaf,40,97.71,39.084,0.16,244.27,22.53
TR002975,Atto 3,50,43.17,21.585,0.17,126.97,0.0
TR002976,Model 3,60,87.18,52.308,0.18,290.6,164.41
TR002977,Leaf,50,79.78,39.89,0.16,249.31,112.89
TR002978,ZS EV,50,98.46,49.23,0.18,273.5,83.13
TR002979,Model 3,50,92.19,46.095,0.15,307.3,0.0
TR002980,Leaf,75,99.96,74.97,0.192,390.47,62.19
TR002981,Atto 3,75,52.36,39.27,0.204,192.5,129.29
TR002982,Model 3,75,99.03,74.272,0.1425,521.21,469.22
TR002983,Atto 3,60,81.35,48.81,0.204,239.26,42.64
TR002984,Atto 3,50,53.68,26.84,0.1615,166.19,0.0
TR002985,Model 3,75,79.02,59.265,0.15,395.1,132.53
TR002986,Leaf,40,99.02,39.608,0.16,247.55,186.02
TR002987,Model 3,50,91.94,45.97,0.15,306.47,0.0
TR002988,Model 3,50,53.99,26.995,0.15,179.97,0.0
TR002989,Leaf,60,51.46,30.876,0.16,192.97,137.17
TR002990,Atto 3,60,47.9,28.74,0.204,140.88,0.0
TR002991,ZS EV,60,96.79,58.074,0.18,322.63,128.53
TR002992,Leaf,75,91.21,68.407,0.16,427.55,59.79
TR002993,Model 3,50,84.08,42.04,0.15,280.27,111.29
TR002994,Atto 3,60,84.0,50.4,0.17,296.47,157.38
TR002995,Atto 3,40,84.07,33.628,0.17,197.81,43.49
TR002996,Atto 3,40,74.87,29.948,0.1615,185.44,54.32
TR002997,Leaf,60,90.72,54.432,0.16,340.2,226.46
TR002998,Atto 3,75,62.58,46.935,0.17,276.09,216.24
TR002999,Model 3,75,78.92,59.19,0.15,394.6,209.7
TR003000,Leaf,75,54.07,40.553,0.192,211.21,0.0
TR003001,Leaf,40,72.73,29.092,0.152,191.39,103.87
TR003002,Model 3,75,82.04,61.53,0.15,410.2,245.07
TR003003,ZS EV,50,86.58,43.29,0.171,253.16,194.15
TR003004,Model 3,40,55.49,22.196,0.18,123.31,0.0
TR003005,ZS EV,75,71.22,53.415,0.18,296.75,247.57
TR003006,Leaf,40,77.74,31.096,0.16,194.35,0.0
TR003007,ZS EV,60,58.3,34.98,0.171,204.56,41.36
TR003008,Leaf,75,64.84,48.63,0.192,253.28,0.0
TR003009,Atto 3,60,55.8,33.48,0.17,196.94,0.0
TR003010,Model 3,40,41.36,16.544,0.1425,116.1,18.79
TR003011,Leaf,40,86.96,34.784,0.16,217.4,174.39
TR003012,ZS EV,60,67.84,40.704,0.18,226.13,44.62
TR003013,ZS EV,60,86.31,51.786,0.216,239.75,153.26
TR003014,ZS EV,50,92.02,46.01,0.216,213.01,129.09
TR003015,ZS EV,75,49.89,37.417,0.18,207.88,38.97
TR003016,Model 3,40,44.23,17.692,0.18,98.29,45.46
TR003017,Leaf,50,54.46,27.23,0.192,141.82,0.0
TR003018,Atto 3,75,63.17,47.377,0.1615,293.36,172.88
TR003019,Atto 3,50,79.04,39.52,0.17,232.47,0.0
TR003020,Model 3,40,46.69,18.676,0.1425,131.06,82.26
TR003021,Atto 3,40,63.46,25.384,0.17,149.32,0.0
TR003022,Atto 3,40,82.42,32.968,0.17,193.93,0.0
TR003023,Atto 3,75,99.08,74.31,0.204,364.26,0.0
TR003024,ZS EV,40,50.44,20.176,0.18,112.09,0.0
TR003025,Atto 3,60,62.24,37.344,0.1615,231.23,182.72
TR003026,Leaf,40,81.51,32.604,0.192,169.81,17.72
TR003027,ZS EV,50,64.92,32.46,0.171,189.82,99.02
TR003028,Atto 3,75,86.55,64.912,0.17,381.84,103.16
TR003029,ZS EV,40,44.11,17.644,0.216,81.69,0.0
TR003030,ZS EV,75,45.1,33.825,0.216,156.6,18.18
TR003031,Model 3,40,93.65,37.46,0.1425,262.88,234.93
TR003032,Leaf,75,43.37,32.528,0.152,214.0,0.0
TR003033,Model 3,50,66.84,33.42,0.18,185.67,0.0
TR003034,Model 3,40,67.78,27.112,0.1425,190.26,10.0
TR003035,ZS EV,60,71.9,43.14,0.171,252.28,172.74
TR003036,Leaf,60,54.78,32.868,0.16,205.43,16.18
TR003037,ZS EV,40,67.67,27.068,0.216,125.31,76.63
TR003038,Atto 3,40,73.07,29.228,0.17,171.93,0.0
TR003039,Model 3,75,64.1,48.075,0.15,320.5,302.58
TR003040,Atto 3,75,87.65,65.737,0.17,386.69,168.14
TR003041,Model 3,50,53.66,26.83,0.15,178.87,28.43
TR003042,Atto 3,60,55.33,33.198,0.204,162.74,0.0
TR003043,Model 3,75,84.53,63.398,0.18,352.21,281.49
TR003044,Model 3,60,77.32,46.392,0.18,257.73,36.27
TR003045,Model 3,75,96.87,72.653,0.15,484.35,319.35
TR003046,Model 3,40,67.78,27.112,0.15,180.75,56.53
TR003047,Atto 3,50,86.78,43.39,0.17,255.24,52.68
TR003048,ZS EV,60,91.09,54.654,0.18,303.63,154.72
TR003049,Atto 3,60,71.98,43.188,0.204,211.71,104.9
TR003050,Atto 3,40,88.8,35.52,0.17,208.94,122.53
TR003051,Model 3,40,61.06,24.424,0.15,162.83,0.0
TR003052,Leaf,60,92.28,55.368,0.192,288.38,60.54
TR003053,Leaf,60,65.75,39.45,0.152,259.54,0.0
TR003054,Model 3,60,53.29,31.974,0.15,213.16,158.69
TR003055,Model 3,50,59.83,29.915,0.18,166.19,114.45
TR003056,ZS EV,75,74.1,55.575,0.171,325.0,171.32
TR003057,Leaf,60,45.8,27.48,0.16,171.75,0.0
TR003058,Atto 3,75,98.64,73.98,0.1615,458.08,201.34
TR003059,Model 3,50,99.44,49.72,0.18,276.22,0.0
TR003060,Leaf,50,71.61,35.805,0.16,223.78,100.44
TR003061,Leaf,40,59.48,23.792,0.192,123.92,0.0
TR003062,Model 3,75,49.59,37.193,0.15,247.95,148.67
TR003063,ZS EV,40,77.59,31.036,0.171,181.5,134.65
TR003064,Atto 3,40,77.53,31.012,0.17,182.42,67.69
TR003065,ZS EV,60,65.37,39.222,0.171,229.37,0.0
TR003066,Leaf,75,70.73,53.047,0.16,331.55,93.28
TR003067,Model 3,40,59.75,23.9,0.15,159.33,0.0
TR003068,Atto 3,75,58.11,43.583,0.17,256.37,0.0
TR003069,Model 3,50,78.73,39.365,0.15,262.43,0.0
TR003070,Model 3,50,82.98,41.49,0.1425,291.16,256.83
TR003071,ZS EV,50,71.41,35.705,0.18,198.36,0.0
TR003072,ZS EV,50,88.62,44.31,0.18,246.17,186.56
TR003073,Model 3,50,61.39,30.695,0.15,204.63,70.51
TR003074,ZS EV,75,52.35,39.263,0.18,218.13,0.0
TR003075,Model 3,50,60.86,30.43,0.15,202.87,0.0
TR003076,Leaf,75,81.78,61.335,0.152,403.52,240.95
TR003077,ZS EV,40,55.67,22.268,0.18,123.71,1.21
TR003078,Leaf,60,55.41,33.246,0.16,207.79,0.0
TR003079,Atto 3,60,95.59,57.354,0.1615,355.13,301.89
TR003080,Model 3,40,57.91,23.164,0.15,154.43,36.38
TR003081,Model 3,75,50.64,37.98,0.15,253.2,117.75
TR003082,Model 3,50,58.43,29.215,0.15,194.77,41.43
TR003083,Model 3,40,91.51,36.604,0.15,244.03,0.0
TR003084,Leaf,50,74.13,37.065,0.16,231.66,7.31
TR003085,Leaf,40,77.98,31.192,0.16,194.95,0.0
TR003086,Leaf,40,84.09,33.636,0.192,175.19,0.0
TR003087,ZS EV,40,74.63,29.852,0.216,138.2,0.0
TR003088,ZS EV,75,82.69,62.017,0.171,362.68,242.32
TR003089,Model 3,75,58.16,43.62,0.15,290.8,129.75
TR003090,Model 3,75,65.05,48.788,0.18,271.04,72.13
TR003091,Model 3,40,61.85,24.74,0.15,164.93,0.0
TR003092,Model 3,75,92.5,69.375,0.18,385.42,306.22
TR003093,Model 3,40,52.87,21.148,0.15,140.99,24.29
TR003094,ZS EV,75,84.61,63.458,0.216,293.78,98.1
TR003095,ZS EV,60,86.47,51.882,0.216,240.19,110.39
TR003096,Atto 3,50,89.92,44.96,0.204,220.39,0.0
TR003097,Leaf,40,88.47,35.388,0.192,184.31,0.0
TR003098,Model 3,50,41.61,20.805,0.15,138.7,2.17
TR003099,Leaf,40,40.67,16.268,0.192,84.73,0.0
TR003100,Atto 3,50,79.18,39.59,0.1615,245.14,146.84
TR003101,Model 3,50,42.61,21.305,0.15,142.03,0.0
TR003102,Atto 3,60,90.99,54.594,0.17,321.14,192.56
TR003103,Model 3,40,70.57,28.228,0.18,156.82,0.0
TR003104,Model 3,50,55.79,27.895,0.15,185.97,26.63
TR003105,ZS EV,60,50.26,30.156,0.171,176.35,1.99
TR003106,Atto 3,50,46.47,23.235,0.17,136.68,0.0
TR003107,Leaf,50,65.37,32.685,0.16,204.28,133.64
TR003108,Leaf,75,55.96,41.97,0.16,262.31,174.04
TR003109,Atto 3,60,90.48,54.288,0.1615,336.15,118.54
TR003110,Model 3,75,85.8,64.35,0.15,429.0,86.92
TR003111,Model 3,60,96.81,58.086,0.15,387.24,210.3
TR003112,ZS EV,40,92.58,37.032,0.216,171.44,0.0
TR003113,Leaf,75,91.0,68.25,0.152,449.01,372.78
TR003114,Atto 3,60,49.41,29.646,0.17,174.39,127.85
TR003115,Atto 3,50,60.32,30.16,0.204,147.84,0.0
TR003116,ZS EV,60,88.59,53.154,0.18,295.3,0.0
TR003117,Atto 3,75,94.85,71.138,0.17,418.46,290.35
TR003118,Model 3,75,42.32,31.74,0.18,176.33,0.0
TR003119,Leaf,40,43.9,17.56,0.152,115.53,41.19
TR003120,Leaf,50,56.25,28.125,0.192,146.48,0.0
TR003121,Leaf,60,91.32,54.792,0.16,342.45,127.84
TR003122,Model 3,75,85.58,64.185,0.15,427.9,272.81
TR003123,ZS EV,60,68.48,41.088,0.171,240.28,173.91
TR003124,Model 3,40,54.4,21.76,0.15,145.07,70.95
TR003125,Atto 3,40,40.18,16.072,0.17,94.54,59.43
TR003126,Leaf,60,93.03,55.818,0.16,348.86,284.16
TR003127,Leaf,60,70.98,42.588,0.152,280.18,195.95
TR003128,ZS EV,75,80.22,60.165,0.216,278.54,45.5
TR003129,Model 3,40,65.68,26.272,0.1425,184.36,0.0
TR003130,ZS EV,50,72.76,36.38,0.171,212.75,115.44
TR003131,ZS EV,75,70.68,53.01,0.216,245.42,0.0
TR003132,ZS EV,75,84.01,63.008,0.18,350.04,282.38
TR003133,ZS EV,40,89.86,35.944,0.171,210.2,95.6
TR003134,ZS EV,60,88.46,53.076,0.216,245.72,174.18
TR003135,Model 3,75,72.65,54.487,0.15,363.25,313.15
TR003136,Model 3,50,50.68,25.34,0.18,140.78,49.62
TR003137,ZS EV,40,83.32,33.328,0.18,185.16,65.55
TR003138,ZS EV,50,95.69,47.845,0.18,265.81,185.17
TR003139,ZS EV,60,78.09,46.854,0.171,274.0,171.17
TR003140,Model 3,75,61.04,45.78,0.15,305.2,187.87
TR003141,Model 3,50,63.27,31.635,0.15,210.9,0.0
TR003142,Leaf,50,92.17,46.085,0.192,240.03,154.42
TR003143,ZS EV,40,68.6,27.44,0.18,152.44,0.0
TR003144,Leaf,40,60.93,24.372,0.16,152.32,60.5
TR003145,ZS EV,60,99.33,59.598,0.171,348.53,195.12
TR003146,Model 3,50,42.76,21.38,0.18,118.78,0.0
TR003147,Model 3,50,72.88,36.44,0.18,202.44,0.0
TR003148,Leaf,50,41.07,20.535,0.16,128.34,81.42
TR003149,Model 3,40,56.3,22.52,0.15,150.13,108.76
TR003150,Atto 3,60,78.53,47.118,0.17,277.16,84.09
TR003151,Atto 3,60,67.84,40.704,0.17,239.44,153.49
TR003152,Leaf,75,98.84,74.13,0.192,386.09,312.2
TR003153,Model 3,75,78.31,58.733,0.15,391.55,247.64
TR003154,Model 3,60,43.75,26.25,0.18,145.83,0.0
TR003155,ZS EV,40,79.64,31.856,0.171,186.29,123.28
TR003156,ZS EV,75,41.22,30.915,0.18,171.75,0.0
TR003157,Model 3,60,57.71,34.626,0.15,230.84,0.0
TR003158,Atto 3,75,72.69,54.517,0.1615,337.57,53.53
TR003159,Leaf,60,52.26,31.356,0.192,163.31,19.99
TR003160,Atto 3,50,41.44,20.72,0.204,101.57,0.0
TR003161,Atto 3,50,95.53,47.765,0.17,280.97,174.65
TR003162,ZS EV,40,72.97,29.188,0.171,170.69,34.01
TR003163,Atto 3,75,94.97,71.228,0.17,418.99,281.96
TR003164,Atto 3,75,88.18,66.135,0.17,389.03,120.74
TR003165,Atto 3,50,82.9,41.45,0.204,203.19,28.54
TR003166,Atto 3,60,96.75,58.05,0.1615,359.44,121.25
TR003167,Leaf,75,41.05,30.788,0.16,192.42,0.0
TR003168,Leaf,75,41.27,30.953,0.16,193.45,118.72
TR003169,ZS EV,60,51.79,31.074,0.18,172.63,86.41
TR003170,Leaf,50,95.62,47.81,0.16,298.81,37.38
TR003171,Model 3,60,40.98,24.588,0.15,163.92,100.53
TR003172,Atto 3,40,87.8,35.12,0.204,172.16,0.0
TR003173,ZS EV,50,84.47,42.235,0.18,234.64,0.0
TR003174,Atto 3,40,68.37,27.348,0.1615,169.34,0.0
TR003175,Atto 3,50,75.8,37.9,0.17,222.94,0.0
TR003176,Leaf,40,94.15,37.66,0.192,196.15,0.0
TR003177,Leaf,60,62.95,37.77,0.16,236.06,0.0
TR003178,Atto 3,75,63.27,47.453,0.204,232.61,103.32
TR003179,Leaf,40,68.32,27.328,0.192,142.33,0.0
TR003180,Model 3,40,64.09,25.636,0.15,170.91,0.0
TR003181,Atto 3,40,73.59,29.436,0.17,173.15,0.0
TR003182,Model 3,75,97.81,73.358,0.15,489.05,343.43
TR003183,Atto 3,40,47.77,19.108,0.1615,118.32,57.38
TR003184,Model 3,50,58.17,29.085,0.1425,204.11,0.0
TR003185,ZS EV,60,83.7,50.22,0.18,279.0,0.0
TR003186,Leaf,40,59.96,23.984,0.192,124.92,0.0
TR003187,Atto 3,60,73.45,44.07,0.17,259.24,77.15
TR003188,ZS EV,40,47.82,19.128,0.171,111.86,5.68
TR003189,Atto 3,40,59.05,23.62,0.17,138.94,0.0
TR003190,ZS EV,40,99.11,39.644,0.18,220.24,0.0
TR003191,Atto 3,50,48.27,24.135,0.204,118.31,0.0
TR003192,Model 3,50,98.66,49.33,0.15,328.87,0.0
TR003193,ZS EV,50,55.78,27.89,0.171,163.1,103.88
TR003194,Model 3,40,48.88,19.552,0.15,130.35,19.66
TR003195,Model 3,40,61.33,24.532,0.15,163.55,106.01
TR003196,ZS EV,75,50.49,37.867,0.18,210.38,0.0
TR003197,Atto 3,75,95.96,71.97,0.1615,445.63,322.53
TR003198,Atto 3,50,43.28,21.64,0.17,127.29,62.66
TR003199,Model 3,60,54.93,32.958,0.15,219.72,131.77
TR003200,Leaf,60,51.39,30.834,0.16,192.71,97.26
TR003201,Leaf,75,56.38,42.285,0.16,264.28,153.24
TR003202,Model 3,40,76.03,30.412,0.15,202.75,0.0
TR003203,Leaf,75,83.8,62.85,0.192,327.34,238.91
TR003204,Atto 3,60,90.13,54.078,0.17,318.11,230.66
TR003205,Atto 3,75,99.57,74.677,0.17,439.28,301.11
TR003206,Leaf,50,57.6,28.8,0.16,180.0,10.03
TR003207,Leaf,60,97.95,58.77,0.16,367.31,206.96
TR003208,Atto 3,60,53.43,32.058,0.204,157.15,67.89
TR003209,Leaf,40,83.67,33.468,0.16,209.18,164.44
TR003210,ZS EV,60,70.8,42.48,0.171,248.42,105.64
TR003211,ZS EV,50,89.73,44.865,0.18,249.25,80.23
TR003212,Leaf,40,51.62,20.648,0.192,107.54,0.0
TR003213,Leaf,50,65.12,32.56,0.16,203.5,0.0
TR003214,Model 3,40,53.8,21.52,0.18,119.56,0.0
TR003215,Leaf,75,48.45,36.337,0.16,227.11,0.0
TR003216,Atto 3,40,91.01,36.404,0.17,214.14,0.0
TR003217,Model 3,75,44.07,33.053,0.15,220.35,154.85
TR003218,Leaf,60,99.33,59.598,0.152,392.09,0.0
TR003219,ZS EV,75,94.38,70.785,0.18,393.25,321.67
TR003220,Model 3,50,62.29,31.145,0.15,207.63,103.65
TR003221,ZS EV,40,92.81,37.124,0.18,206.24,132.63
TR003222,Leaf,50,46.55,23.275,0.192,121.22,0.0
TR003223,Model 3,75,97.13,72.847,0.18,404.71,160.95
TR003224,ZS EV,60,86.58,51.948,0.18,288.6,133.56
TR003225,Leaf,60,58.91,35.346,0.192,184.09,0.0
TR003226,Leaf,40,66.92,26.768,0.16,167.3,0.0
TR003227,Atto 3,60,98.05,58.83,0.17,346.06,64.65
TR003228,Leaf,75,58.06,43.545,0.16,272.16,198.69
TR003229,Atto 3,40,56.66,22.664,0.17,133.32,72.62
TR003230,Leaf,40,65.34,26.136,0.16,163.35,0.0
TR003231,Leaf,50,49.77,24.885,0.192,129.61,0.0
TR003232,Leaf,50,58.22,29.11,0.16,181.94,0.0
TR003233,Atto 3,40,66.32,26.528,0.17,156.05,0.0
TR003234,Leaf,50,74.99,37.495,0.16,234.34,188.96
TR003235,Atto 3,75,53.7,40.275,0.204,197.43,128.42
TR003236,Model 3,50,43.8,21.9,0.18,121.67,60.72
TR003237,Model 3,50,89.4,44.7,0.1425,313.68,217.82
TR003238,ZS EV,75,85.24,63.93,0.18,355.17,215.54
TR003239,Model 3,50,47.67,23.835,0.18,132.42,55.51
TR003240,ZS EV,75,77.66,58.245,0.171,340.61,256.2
TR003241,Leaf,60,98.69,59.214,0.16,370.09,244.17
TR003242,ZS EV,40,62.78,25.112,0.216,116.26,0.0
TR003243,ZS EV,60,58.33,34.998,0.216,162.03,0.0
TR003244,ZS EV,75,61.46,46.095,0.216,213.4,121.85
TR003245,Leaf,50,94.39,47.195,0.192,245.81,0.0
TR003246,Model 3,75,43.55,32.663,0.18,181.46,113.93
TR003247,Atto 3,75,51.1,38.325,0.204,187.87,0.0
TR003248,Leaf,40,50.72,20.288,0.152,133.47,0.0
TR003249,Model 3,60,73.22,43.932,0.15,292.88,156.14
TR003250,ZS EV,75,88.27,66.203,0.171,387.15,263.34
TR003251,Model 3,40,65.12,26.048,0.15,173.65,109.97
TR003252,Atto 3,50,68.22,34.11,0.204,167.21,0.0
TR003253,ZS EV,60,50.56,30.336,0.171,177.4,16.49
TR003254,Atto 3,50,78.39,39.195,0.17,230.56,0.0
TR003255,ZS EV,40,50.01,20.004,0.18,111.13,0.0
TR003256,Atto 3,60,46.87,28.122,0.17,165.42,0.0
TR003257,Atto 3,50,95.74,47.87,0.1615,296.41,200.84
TR003258,ZS EV,75,86.61,64.957,0.18,360.88,71.4
TR003259,Model 3,50,67.08,33.54,0.15,223.6,121.87
TR003260,Leaf,60,58.9,35.34,0.16,220.88,0.0
TR003261,Leaf,50,41.5,20.75,0.152,136.51,0.0
TR003262,Leaf,60,97.71,58.626,0.16,366.41,328.17
TR003263,ZS EV,60,58.69,35.214,0.216,163.03,90.28
TR003264,Atto 3,60,75.68,45.408,0.17,267.11,163.22
TR003265,Atto 3,40,95.56,38.224,0.1615,236.68,141.72
TR003266,Model 3,75,67.73,50.797,0.15,338.65,173.38
TR003267,Atto 3,75,81.22,60.915,0.17,358.32,83.06
TR003268,Atto 3,50,86.3,43.15,0.17,253.82,59.01
TR003269,Leaf,50,84.8,42.4,0.16,265.0,169.93
TR003270,Atto 3,40,44.44,17.776,0.1615,110.07,0.0
TR003271,Atto 3,50,90.66,45.33,0.1615,280.68,134.79
TR003272,ZS EV,60,87.95,52.77,0.18,293.17,139.48
TR003273,ZS EV,50,62.15,31.075,0.18,172.64,82.92
TR003274,Model 3,60,45.45,27.27,0.15,181.8,62.13
TR003275,ZS EV,75,47.15,35.362,0.216,163.72,0.0
TR003276,ZS EV,50,87.91,43.955,0.216,203.5,0.0
TR003277,Atto 3,50,79.65,39.825,0.17,234.26,151.45
TR003278,Model 3,60,86.59,51.954,0.15,346.36,270.73
TR003279,Atto 3,60,47.88,28.728,0.17,168.99,32.31
TR003280,Atto 3,60,46.21,27.726,0.17,163.09,0.0
TR003281,Model 3,75,70.74,53.055,0.15,353.7,0.0
TR003282,Model 3,60,58.74,35.244,0.15,234.96,121.69
TR003283,Atto 3,40,78.94,31.576,0.17,185.74,0.0
TR003284,Model 3,40,62.54,25.016,0.1425,175.55,120.41
TR003285,Atto 3,60,43.91,26.346,0.17,154.98,0.0
TR003286,ZS EV,75,93.77,70.328,0.18,390.71,326.3
TR003287,Atto 3,50,52.7,26.35,0.17,155.0,40.46
TR003288,Atto 3,60,87.2,52.32,0.1615,323.96,168.39
TR003289,Leaf,50,74.53,37.265,0.152,245.16,197.91
TR003290,Atto 3,75,81.59,61.193,0.17,359.96,193.7
TR003291,Leaf,75,88.93,66.698,0.16,416.86,314.58
TR003292,Model 3,75,57.99,43.492,0.1425,305.21,33.34
TR003293,ZS EV,40,54.7,21.88,0.18,121.56,0.0
TR003294,ZS EV,75,73.62,55.215,0.171,322.89,101.65
TR003295,Model 3,60,45.4,27.24,0.15,181.6,7.79
TR003296,Atto 3,50,74.5,37.25,0.204,182.6,81.44
TR003297,Atto 3,60,91.79,55.074,0.204,269.97,0.0
TR003298,Atto 3,40,40.89,16.356,0.17,96.21,0.0
TR003299,Leaf,75,58.85,44.138,0.152,290.38,171.02
TR003300,ZS EV,50,93.72,46.86,0.216,216.94,16.18
TR003301,Atto 3,40,57.76,23.104,0.17,135.91,0.0
TR003302,Model 3,75,85.83,64.373,0.18,357.62,100.22
TR003303,ZS EV,50,42.74,21.37,0.171,124.97,54.88
TR003304,ZS EV,75,98.31,73.733,0.216,341.35,240.09
TR003305,ZS EV,40,93.97,37.588,0.18,208.82,0.0
TR003306,ZS EV,50,91.31,45.655,0.18,253.64,0.0
TR003307,Model 3,75,69.88,52.41,0.18,291.17,130.76
TR003308,Model 3,60,60.91,36.546,0.15,243.64,134.21
TR003309,Atto 3,40,68.82,27.528,0.1615,170.45,0.0
TR003310,Leaf,75,77.24,57.93,0.192,301.72,239.07
TR003311,Model 3,40,43.15,17.26,0.15,115.07,0.0
TR003312,Atto 3,75,91.13,68.347,0.204,335.04,146.89
TR003313,Leaf,40,99.96,39.984,0.16,249.9,124.83
TR003314,Atto 3,75,76.87,57.653,0.17,339.13,108.68
TR003315,Atto 3,60,62.18,37.308,0.204,182.88,0.0
TR003316,Leaf,75,82.01,61.508,0.16,384.42,275.93
TR003317,Model 3,75,54.25,40.688,0.15,271.25,41.41
TR003318,Model 3,50,90.81,45.405,0.18,252.25,23.83
TR003319,Atto 3,50,73.49,36.745,0.204,180.12,0.0
TR003320,Leaf,60,73.43,44.058,0.152,289.86,110.93
TR003321,ZS EV,40,95.06,38.024,0.18,211.24,0.0
TR003322,Atto 3,40,65.47,26.188,0.1615,162.15,0.0
TR003323,ZS EV,60,71.19,42.714,0.18,237.3,0.0
TR003324,Leaf,60,74.46,44.676,0.16,279.22,169.18
TR003325,Atto 3,75,81.28,60.96,0.1615,377.46,186.17
TR003326,Atto 3,75,74.71,56.032,0.204,274.67,93.62
TR003327,Atto 3,75,42.28,31.71,0.17,186.53,132.82
TR003328,ZS EV,40,43.39,17.356,0.18,96.42,0.0
TR003329,Atto 3,60,61.76,37.056,0.204,181.65,93.23
TR003330,Leaf,75,93.32,69.99,0.16,437.44,387.73
TR003331,Leaf,75,86.3,64.725,0.152,425.82,375.08
TR003332,Leaf,75,93.19,69.892,0.192,364.02,171.13
TR003333,Model 3,50,78.07,39.035,0.15,260.23,176.49
TR003334,Leaf,50,94.79,47.395,0.192,246.85,55.62
TR003335,ZS EV,60,77.32,46.392,0.216,214.78,67.59
TR003336,ZS EV,50,59.39,29.695,0.18,164.97,0.0
TR003337,ZS EV,75,68.47,51.352,0.18,285.29,238.6
TR003338,ZS EV,75,50.33,37.748,0.18,209.71,0.0
