trip_id,driver_id,vehicle_make,vehicle_model,origin,destination,distance_km,elevation_gain_m,trip_date,avg_speed,max_speed,acceleration_mean,acceleration_std,braking_intensity,trip_duration_min,road_type,weather,time_of_day,driving_style
TR003323,DRV0281,MG,ZS EV,Galle,Ratnapura,361,253,2025-08-13 19:18:26,42.33,45.59,1.027,0.644,0.616,486,coastal,sunny,afternoon,Normal
TR003324,DRV0069,Nissan,Leaf,Galle,Kurunegala,107,54,2025-01-13 19:18:26,60.27,64.96,1.328,0.276,0.473,105,rural,cloudy,afternoon,Normal
TR003325,DRV0282,BYD,Atto 3,Matara,Batticaloa,202,116,2025-02-11 19:18:26,37.27,51.63,0.503,0.32,0.311,305,rural,cloudy,night,Eco
TR003326,DRV0209,BYD,Atto 3,Matara,Colombo,154,72,2025-03-14 19:18:26,40.92,58.53,1.081,0.63,0.984,217,city,sunny,evening,Aggressive
TR003327,DRV0023,BYD,Atto 3,Matara,Kurunegala,57,31,2025-03-16 19:18:26,41.94,51.53,0.838,0.596,0.041,89,highway,sunny,afternoon,Normal
TR003328,DRV0314,MG,ZS EV,Kandy,Anuradhapura,195,125,2025-02-11 19:18:26,58.27,59.79,1.149,0.191,0.205,195,city,light_rain,night,Normal
TR003329,DRV0391,BYD,Atto 3,Trincomalee,Kurunegala,85,80,2025-04-10 19:18:26,55.56,69.5,1.186,0.953,0.913,90,highway,sunny,evening,Aggressive
TR003330,DRV0388,Nissan,Leaf,Colombo,Galle,47,21,2025-02-26 19:18:26,30.43,30.65,1.221,0.618,0.238,82,coastal,light_rain,night,Normal
TR003331,DRV0329,Nissan,Leaf,Jaffna,Batticaloa,52,29,2025-08-25 19:18:26,33.37,50.11,0.467,0.11,0.286,82,coastal,cloudy,evening,Eco
TR003332,DRV0247,Nissan,Leaf,Batticaloa,Kandy,172,122,2025-02-05 19:18:26,36.16,45.52,1.759,0.798,0.673,295,rural,light_rain,evening,Aggressive
TR003333,DRV0072,Tesla,Model 3,Ratnapura,Batticaloa,80,82,2025-10-09 19:18:26,49.12,60.73,1.068,0.491,0.85,103,coastal,cloudy,morning,Normal
TR003334,DRV0354,Nissan,Leaf,Trincomalee,Kandy,172,171,2025-01-14 19:18:26,42.13,46.08,1.849,0.12,1.076,264,rural,sunny,night,Aggressive
TR003335,DRV0028,MG,ZS EV,Trincomalee,Kurunegala,133,30,2025-03-24 19:18:26,55.91,65.38,0.741,0.745,1.09,151,rural,sunny,evening,Aggressive
TR003336,DRV0286,MG,ZS EV,Colombo,Trincomalee,230,215,2025-09-05 19:18:26,50.31,68.47,0.783,0.587,0.405,267,coastal,sunny,evening,Normal
TR003337,DRV0268,MG,ZS EV,Jaffna,Batticaloa,48,31,2025-03-27 19:18:26,55.85,66.96,0.606,0.459,0.432,50,highway,cloudy,morning,Normal
TR003338,DRV0197,MG,ZS EV,Jaffna,Matara,225,162,2025-06-21 19:18:26,39.32,46.18,1.141,0.95,0.797,319,highway,monsoon,afternoon,Normal
TR003339,DRV0019,BYD,Atto 3,Kandy,Matara,63,75,2025-08-08 19:18:26,45.01,56.55,1.012,0.343,0.624,81,city,heavy_rain,night,Normal
TR003340,DRV0347,BYD,Atto 3,Anuradhapura,Trincomalee,79,29,2025-09-14 19:18:26,47.72,55.78,1.023,0.251,0.308,108,coastal,monsoon,night,Normal
TR003341,DRV0035,MG,ZS EV,Ratnapura,Matara,265,213,2024-11-04 19:18:26,44.33,61.59,2.029,1.098,2.292,379,city,sunny,morning,Aggressive
TR003342,DRV0276,Nissan,Leaf,Ratnapura,Batticaloa,56,96,2025-04-05 19:18:26,37.4,51.31,1.589,1.942,0.975,87,city,monsoon,afternoon,Aggressive
TR003343,DRV0196,Nissan,Leaf,Anuradhapura,Batticaloa,148,72,2025-07-10 19:18:26,55.28,64.7,2.066,1.134,0.909,163,rural,sunny,evening,Aggressive
TR003344,DRV0161,Nissan,Leaf,Ratnapura,Galle,548,191,2025-10-13 19:18:26,39.38,54.66,1.093,0.607,0.478,821,city,light_rain,afternoon,Normal
TR003345,DRV0219,Nissan,Leaf,Ratnapura,Matara,295,172,2025-03-29 19:18:26,47.07,53.3,0.545,0.455,0.226,405,rural,cloudy,afternoon,Eco
TR003346,DRV0039,Nissan,Leaf,Colombo,Matara,99,93,2025-04-05 19:18:26,63.16,79.53,0.412,0.336,0.061,98,city,sunny,afternoon,Eco
TR003347,DRV0310,MG,ZS EV,Ratnapura,Jaffna,90,125,2024-11-02 19:18:26,51.12,63.05,0.09,0.42,0.233,112,rural,sunny,morning,Eco
TR003348,DRV0360,MG,ZS EV,Jaffna,Ratnapura,86,140,2025-05-08 19:18:26,38.22,42.44,0.471,0.076,0.121,135,coastal,monsoon,night,Eco
TR003349,DRV0093,Nissan,Leaf,Galle,Colombo,81,30,2025-04-10 19:18:26,39.0,49.88,1.106,0.481,0.43,117,highway,light_rain,afternoon,Normal
TR003350,DRV0278,Nissan,Leaf,Trincomalee,Ratnapura,134,118,2025-05-05 19:18:26,44.15,46.16,0.317,0.193,0.104,207,rural,sunny,evening,Eco
TR003351,DRV0221,Tesla,Model 3,Ratnapura,Colombo,215,449,2025-04-21 19:18:26,53.31,53.77,1.14,0.154,0.508,259,highway,sunny,afternoon,Normal
TR003352,DRV0296,Tesla,Model 3,Jaffna,Anuradhapura,81,66,2024-11-05 19:18:26,43.9,55.75,0.404,0.134,0.098,100,highway,monsoon,night,Eco
TR003353,DRV0120,Nissan,Leaf,Anuradhapura,Colombo,217,123,2025-10-08 19:18:26,55.07,69.4,1.122,0.65,0.322,242,coastal,monsoon,evening,Normal
TR003354,DRV0012,MG,ZS EV,Kandy,Anuradhapura,146,160,2025-05-02 19:18:26,56.18,57.35,0.893,0.081,1.046,159,coastal,cloudy,night,Aggressive
TR003355,DRV0250,BYD,Atto 3,Anuradhapura,Kurunegala,74,36,2025-04-06 19:18:26,49.12,65.2,0.871,0.57,0.356,97,highway,light_rain,morning,Normal
TR003356,DRV0220,MG,ZS EV,Ratnapura,Trincomalee,142,169,2025-07-02 19:18:26,51.07,53.25,0.356,0.817,0.751,183,coastal,cloudy,afternoon,Normal
TR003357,DRV0131,MG,ZS EV,Batticaloa,Colombo,248,251,2025-02-13 19:18:26,64.49,80.44,0.519,0.242,0.169,255,rural,sunny,morning,Eco
TR003358,DRV0393,Nissan,Leaf,Matara,Jaffna,177,146,2025-06-27 19:18:26,55.13,57.46,0.468,0.156,0.152,209,city,light_rain,evening,Eco
TR003359,DRV0097,MG,ZS EV,Matara,Batticaloa,253,146,2024-12-18 19:18:26,47.03,58.8,0.955,0.863,0.397,334,city,sunny,morning,Normal
TR003360,DRV0370,BYD,Atto 3,Kandy,Anuradhapura,79,122,2025-09-16 19:18:26,69.77,85.62,0.948,0.773,0.265,74,coastal,cloudy,afternoon,Normal
TR003361,DRV0210,MG,ZS EV,Trincomalee,Kandy,109,135,2025-01-25 19:18:26,35.03,49.45,1.594,0.633,1.488,178,rural,sunny,afternoon,Aggressive
TR003362,DRV0367,MG,ZS EV,Jaffna,Kandy,168,155,2025-05-19 19:18:26,42.51,52.37,0.467,0.628,0.252,238,rural,sunny,morning,Normal
TR003363,DRV0037,Nissan,Leaf,Jaffna,Ratnapura,113,91,2025-01-14 19:18:26,63.87,68.61,0.66,0.444,0.246,102,highway,light_rain,night,Normal
TR003364,DRV0100,MG,ZS EV,Colombo,Trincomalee,295,170,2024-11-03 19:18:26,45.84,50.79,0.741,0.367,0.296,372,coastal,cloudy,morning,Normal
TR003365,DRV0109,BYD,Atto 3,Ratnapura,Kandy,282,218,2024-12-18 19:18:26,24.54,26.34,0.612,0.195,0.66,695,highway,sunny,afternoon,Normal
TR003366,DRV0137,Nissan,Leaf,Jaffna,Kurunegala,213,63,2025-07-24 19:18:26,41.87,64.88,1.329,1.782,1.262,321,coastal,cloudy,night,Aggressive
TR003367,DRV0368,MG,ZS EV,Trincomalee,Jaffna,58,22,2024-12-31 19:18:26,41.53,45.79,0.703,0.113,0.316,80,rural,sunny,afternoon,Normal
TR003368,DRV0134,BYD,Atto 3,Kurunegala,Colombo,183,83,2024-12-27 19:18:26,25.91,30.32,0.83,0.688,0.582,432,coastal,cloudy,night,Normal
TR003369,DRV0080,Tesla,Model 3,Trincomalee,Batticaloa,105,99,2025-06-06 19:18:26,44.64,45.9,2.056,1.336,0.792,136,highway,cloudy,evening,Aggressive
TR003370,DRV0094,MG,ZS EV,Ratnapura,Matara,333,201,2025-09-27 19:18:26,45.97,66.34,0.559,0.871,0.416,441,coastal,light_rain,afternoon,Normal
TR003371,DRV0306,Nissan,Leaf,Ratnapura,Galle,365,207,2025-10-02 19:18:26,49.61,50.06,2.26,1.372,0.64,396,coastal,light_rain,night,Aggressive
TR003372,DRV0396,Nissan,Leaf,Galle,Colombo,32,36,2025-05-11 19:18:26,55.59,58.68,1.25,0.37,0.361,36,city,light_rain,evening,Normal
TR003373,DRV0274,Nissan,Leaf,Ratnapura,Galle,423,274,2025-06-01 19:18:26,51.19,54.77,0.789,0.604,1.234,500,highway,monsoon,afternoon,Aggressive
TR003374,DRV0214,BYD,Atto 3,Kandy,Anuradhapura,98,116,2025-01-02 19:18:26,48.4,53.2,0.949,0.848,0.461,128,rural,light_rain,evening,Normal
TR003375,DRV0015,BYD,Atto 3,Trincomalee,Batticaloa,93,69,2025-03-16 19:18:26,61.22,62.33,2.288,0.702,0.984,92,rural,monsoon,morning,Aggressive
TR003376,DRV0349,Nissan,Leaf,Jaffna,Anuradhapura,94,28,2024-12-29 19:18:26,49.95,68.59,1.071,0.596,0.264,124,highway,monsoon,afternoon,Normal
TR003377,DRV0315,MG,ZS EV,Anuradhapura,Galle,209,130,2025-03-05 19:18:26,50.35,68.1,0.964,0.68,0.589,245,city,light_rain,evening,Normal
TR003378,DRV0357,BYD,Atto 3,Jaffna,Matara,148,109,2025-08-12 19:18:26,54.46,60.23,0.427,0.393,0.112,150,rural,heavy_rain,evening,Eco
TR003379,DRV0351,Nissan,Leaf,Galle,Anuradhapura,113,167,2025-03-20 19:18:26,25.15,29.69,2.682,1.35,1.32,254,highway,sunny,morning,Aggressive
TR003380,DRV0363,Nissan,Leaf,Jaffna,Kandy,261,242,2025-01-03 19:18:26,54.63,60.02,0.52,0.258,0.302,293,city,sunny,afternoon,Eco
TR003381,DRV0130,MG,ZS EV,Jaffna,Colombo,351,206,2025-02-05 19:18:26,52.54,67.48,0.686,0.665,0.701,401,highway,cloudy,evening,Normal
TR003382,DRV0316,Nissan,Leaf,Anuradhapura,Kandy,64,148,2025-08-17 19:18:26,31.87,41.99,1.559,0.743,0.379,128,rural,heavy_rain,afternoon,Aggressive
TR003383,DRV0091,Tesla,Model 3,Kurunegala,Jaffna,152,91,2025-03-31 19:18:26,42.77,53.57,0.668,0.589,0.376,219,rural,cloudy,morning,Normal
TR003384,DRV0232,Nissan,Leaf,Anuradhapura,Batticaloa,98,85,2025-07-06 19:18:26,34.12,34.92,1.091,1.466,0.347,150,city,heavy_rain,afternoon,Aggressive
TR003385,DRV0249,BYD,Atto 3,Trincomalee,Kurunegala,156,54,2025-07-25 19:18:26,41.36,44.44,0.837,0.668,0.92,210,highway,sunny,evening,Aggressive
TR003386,DRV0293,BYD,Atto 3,Matara,Batticaloa,263,54,2025-02-09 19:18:26,61.54,74.1,0.836,0.233,0.431,272,rural,sunny,morning,Normal
TR003387,DRV0212,MG,ZS EV,Kandy,Batticaloa,206,284,2025-08-10 19:18:26,70.91,81.31,0.534,0.627,0.057,178,coastal,light_rain,morning,Normal
TR003388,DRV0210,Tesla,Model 3,Kandy,Anuradhapura,166,176,2025-04-21 19:18:26,40.86,50.22,0.814,0.352,0.452,212,city,cloudy,afternoon,Normal
TR003389,DRV0363,Nissan,Leaf,Anuradhapura,Trincomalee,71,16,2024-11-09 19:18:26,47.28,60.04,0.392,0.359,0.148,89,highway,cloudy,night,Eco
TR003390,DRV0167,BYD,Atto 3,Trincomalee,Anuradhapura,74,26,2024-11-20 19:18:26,54.69,68.52,0.0,0.239,0.006,83,coastal,sunny,evening,Eco
TR003391,DRV0348,Nissan,Leaf,Batticaloa,Jaffna,67,27,2024-11-07 19:18:26,41.73,57.52,0.491,0.306,0.163,93,coastal,monsoon,afternoon,Eco
TR003392,DRV0152,MG,ZS EV,Batticaloa,Colombo,358,140,2025-08-24 19:18:26,73.09,80.37,1.093,0.661,0.472,312,highway,sunny,evening,Normal
TR003393,DRV0117,Nissan,Leaf,Trincomalee,Kurunegala,102,25,2024-12-03 19:18:26,35.08,48.63,0.921,0.803,0.62,167,highway,sunny,morning,Normal
TR003394,DRV0258,BYD,Atto 3,Batticaloa,Matara,168,186,2025-06-21 19:18:26,28.55,36.65,0.892,0.907,0.413,305,highway,sunny,evening,Normal
TR003395,DRV0252,Tesla,Model 3,Anuradhapura,Kurunegala,66,12,2025-06-21 19:18:26,55.47,72.02,0.295,0.332,0.106,70,city,sunny,night,Eco
TR003396,DRV0198,MG,ZS EV,Jaffna,Colombo,421,88,2025-07-05 19:18:26,40.88,58.3,1.063,0.8,0.648,628,rural,monsoon,afternoon,Normal
TR003397,DRV0253,BYD,Atto 3,Matara,Jaffna,120,90,2025-07-10 19:18:26,41.28,47.52,1.369,0.533,0.666,193,highway,heavy_rain,evening,Normal
TR003398,DRV0255,MG,ZS EV,Colombo,Matara,111,35,2025-09-21 19:18:26,56.32,69.37,1.951,1.71,0.557,124,highway,cloudy,afternoon,Aggressive
TR003399,DRV0096,MG,ZS EV,Kandy,Colombo,98,89,2024-12-20 19:18:26,60.72,68.5,0.688,0.425,0.553,98,coastal,heavy_rain,evening,Normal
TR003400,DRV0026,BYD,Atto 3,Kandy,Jaffna,225,195,2025-05-30 19:18:26,46.04,59.39,0.824,0.914,0.257,331,rural,heavy_rain,evening,Normal
TR003401,DRV0134,Nissan,Leaf,Galle,Colombo,47,41,2025-06-19 19:18:26,63.77,66.96,0.689,0.733,0.68,47,rural,cloudy,afternoon,Normal
TR003402,DRV0159,BYD,Atto 3,Colombo,Galle,44,42,2025-10-14 19:18:26,63.84,76.46,0.275,0.238,0.099,42,city,monsoon,afternoon,Eco
TR003403,DRV0192,BYD,Atto 3,Trincomalee,Colombo,256,128,2025-05-19 19:18:26,37.97,54.41,0.435,0.177,0.148,445,rural,sunny,night,Eco
TR003404,DRV0343,Nissan,Leaf,Colombo,Ratnapura,357,140,2025-01-30 19:18:26,50.49,55.52,0.857,0.631,0.402,439,coastal,cloudy,night,Normal
TR003405,DRV0390,BYD,Atto 3,Jaffna,Trincomalee,65,31,2025-08-14 19:18:26,47.34,65.8,1.087,0.575,0.541,91,coastal,cloudy,morning,Normal
TR003406,DRV0232,BYD,Atto 3,Kandy,Colombo,142,149,2025-09-08 19:18:26,56.76,60.47,0.696,0.577,0.467,142,highway,sunny,afternoon,Normal
TR003407,DRV0125,MG,ZS EV,Anuradhapura,Matara,59,36,2024-11-14 19:18:26,48.77,64.41,0.55,0.68,0.057,69,highway,heavy_rain,night,Normal
TR003408,DRV0222,MG,ZS EV,Colombo,Jaffna,184,285,2025-05-27 19:18:26,35.65,47.11,0.715,0.667,0.437,286,city,cloudy,afternoon,Normal
TR003409,DRV0347,Nissan,Leaf,Jaffna,Matara,108,178,2025-05-05 19:18:26,43.49,49.97,1.991,0.81,1.27,163,city,heavy_rain,night,Aggressive
TR003410,DRV0083,MG,ZS EV,Jaffna,Kandy,205,137,2024-11-01 19:18:26,55.44,66.47,0.807,0.55,0.55,245,coastal,sunny,evening,Normal
TR003411,DRV0180,MG,ZS EV,Kandy,Colombo,125,111,2024-11-26 19:18:26,59.82,81.21,1.2,0.506,0.209,126,city,sunny,evening,Normal
TR003412,DRV0005,MG,ZS EV,Galle,Matara,81,81,2025-02-20 19:18:26,33.48,52.67,0.782,0.491,0.505,125,rural,sunny,morning,Normal
TR003413,DRV0092,Tesla,Model 3,Galle,Matara,108,41,2025-07-03 19:18:26,48.89,62.79,0.413,0.155,0.309,128,highway,sunny,night,Eco
TR003414,DRV0177,BYD,Atto 3,Ratnapura,Trincomalee,133,110,2024-11-04 19:18:26,59.01,75.37,0.593,0.44,0.731,147,coastal,cloudy,evening,Normal
TR003415,DRV0239,Tesla,Model 3,Matara,Kurunegala,46,19,2025-08-12 19:18:26,44.17,53.47,1.084,0.716,0.741,64,city,heavy_rain,afternoon,Normal
TR003416,DRV0225,BYD,Atto 3,Ratnapura,Anuradhapura,188,180,2025-06-24 19:18:26,36.84,54.74,1.1,0.576,0.433,353,highway,light_rain,afternoon,Normal
TR003417,DRV0285,BYD,Atto 3,Kandy,Galle,50,72,2025-08-17 19:18:26,24.18,51.38,0.573,0.576,0.315,118,coastal,cloudy,evening,Normal
TR003418,DRV0330,Nissan,Leaf,Batticaloa,Kurunegala,228,196,2025-01-22 19:18:26,57.56,64.05,0.433,0.094,0.23,266,city,monsoon,evening,Eco
TR003419,DRV0371,BYD,Atto 3,Galle,Jaffna,281,238,2024-10-23 19:18:26,34.66,41.02,1.611,0.676,0.169,517,city,monsoon,evening,Aggressive
TR003420,DRV0297,MG,ZS EV,Colombo,Jaffna,215,156,2025-02-06 19:18:26,63.86,77.63,0.572,0.353,0.406,218,coastal,sunny,afternoon,Normal
TR003421,DRV0010,MG,ZS EV,Batticaloa,Trincomalee,104,45,2024-10-24 19:18:26,55.56,76.25,0.429,0.129,0.333,119,coastal,sunny,morning,Eco
TR003422,DRV0012,Tesla,Model 3,Galle,Anuradhapura,162,105,2024-11-03 19:18:26,30.86,38.26,1.111,1.056,1.441,285,rural,cloudy,night,Aggressive
TR003423,DRV0260,Tesla,Model 3,Jaffna,Colombo,282,153,2024-10-30 19:18:26,44.14,57.32,0.58,0.971,0.206,387,coastal,sunny,morning,Normal
TR003424,DRV0367,MG,ZS EV,Kurunegala,Galle,137,136,2024-12-04 19:18:26,39.45,52.09,0.589,0.067,0.479,196,highway,heavy_rain,morning,Normal
TR003425,DRV0258,MG,ZS EV,Galle,Trincomalee,96,191,2025-05-08 19:18:26,49.5,59.21,0.949,0.345,0.307,115,coastal,sunny,evening,Normal
TR003426,DRV0394,Nissan,Leaf,Jaffna,Kurunegala,143,66,2024-12-03 19:18:26,43.66,60.09,0.8,0.543,1.137,184,coastal,cloudy,night,Aggressive
TR003427,DRV0129,MG,ZS EV,Kurunegala,Batticaloa,201,181,2025-05-25 19:18:26,32.08,41.75,0.762,0.804,0.506,373,rural,sunny,evening,Normal
TR003428,DRV0041,Tesla,Model 3,Kurunegala,Jaffna,161,134,2025-07-16 19:18:26,41.34,51.43,1.439,0.377,0.361,234,city,light_rain,afternoon,Aggressive
TR003429,DRV0080,MG,ZS EV,Jaffna,Kurunegala,63,62,2025-01-14 19:18:26,49.78,56.61,0.34,0.324,0.438,73,city,cloudy,morning,Normal
TR003430,DRV0193,Nissan,Leaf,Anuradhapura,Ratnapura,159,172,2025-06-30 19:18:26,50.64,76.9,1.002,0.729,0.595,179,city,monsoon,afternoon,Normal
TR003431,DRV0057,Tesla,Model 3,Anuradhapura,Galle,168,137,2024-11-01 19:18:26,50.36,70.56,0.891,1.044,0.096,195,highway,cloudy,evening,Aggressive
TR003432,DRV0004,Nissan,Leaf,Trincomalee,Kandy,114,146,2025-08-03 19:18:26,41.51,59.35,1.098,0.984,1.453,153,coastal,heavy_rain,morning,Aggressive
TR003433,DRV0238,BYD,Atto 3,Anuradhapura,Ratnapura,223,120,2025-01-06 19:18:26,56.09,77.35,0.277,0.22,0.303,244,coastal,sunny,afternoon,Eco
TR003434,DRV0290,BYD,Atto 3,Galle,Matara,67,89,2024-12-01 19:18:26,60.66,69.27,0.78,0.43,1.158,67,city,sunny,night,Aggressive
TR003435,DRV0374,MG,ZS EV,Jaffna,Kurunegala,196,59,2025-09-14 19:18:26,58.36,89.3,1.09,0.709,0.676,205,rural,light_rain,afternoon,Normal
TR003436,DRV0387,MG,ZS EV,Trincomalee,Kandy,112,95,2025-09-19 19:18:26,46.31,52.25,0.437,0.352,0.044,134,rural,sunny,night,Eco
TR003437,DRV0310,Nissan,Leaf,Trincomalee,Kandy,147,233,2024-11-20 19:18:26,24.9,45.27,0.513,0.203,0.08,303,city,light_rain,night,Eco
TR003438,DRV0035,Nissan,Leaf,Batticaloa,Ratnapura,60,97,2025-01-21 19:18:26,54.19,70.23,1.032,0.984,0.375,68,city,sunny,morning,Normal
TR003439,DRV0308,Tesla,Model 3,Galle,Kandy,78,77,2025-03-05 19:18:26,57.55,65.22,1.121,0.559,0.582,89,coastal,monsoon,afternoon,Normal
TR003440,DRV0065,BYD,Atto 3,Galle,Matara,101,47,2025-03-06 19:18:26,39.61,45.52,1.151,0.794,0.488,152,city,sunny,afternoon,Normal
TR003441,DRV0129,MG,ZS EV,Matara,Kandy,64,91,2025-07-13 19:18:26,32.68,48.46,0.511,0.184,0.199,122,city,cloudy,night,Eco
TR003442,DRV0051,MG,ZS EV,Batticaloa,Anuradhapura,127,95,2025-08-24 19:18:26,47.25,63.32,1.438,1.28,1.672,175,city,cloudy,night,Aggressive
TR003443,DRV0091,Tesla,Model 3,Jaffna,Trincomalee,45,48,2025-03-26 19:18:26,32.46,35.28,0.852,0.608,0.558,71,coastal,sunny,evening,Normal
TR003444,DRV0096,Tesla,Model 3,Galle,Batticaloa,387,171,2025-04-22 19:18:26,55.26,69.66,0.269,0.339,0.355,438,rural,heavy_rain,night,Eco
TR003445,DRV0113,BYD,Atto 3,Anuradhapura,Batticaloa,130,134,2025-03-20 19:18:26,59.48,59.68,1.894,1.741,0.934,130,highway,sunny,night,Aggressive
TR003446,DRV0052,Tesla,Model 3,Colombo,Trincomalee,328,79,2025-07-11 19:18:26,52.31,57.84,1.428,1.587,1.825,367,rural,sunny,evening,Aggressive
TR003447,DRV0267,MG,ZS EV,Trincomalee,Kurunegala,90,77,2024-11-25 19:18:26,63.41,78.68,0.156,0.245,0.097,84,city,sunny,afternoon,Eco
TR003448,DRV0219,Tesla,Model 3,Colombo,Kurunegala,200,187,2025-09-13 19:18:26,45.55,53.55,0.611,0.444,0.729,255,rural,heavy_rain,afternoon,Normal
TR003449,DRV0237,Tesla,Model 3,Galle,Colombo,59,30,2025-04-30 19:18:26,46.74,47.98,2.011,1.168,0.902,65,coastal,monsoon,morning,Aggressive
TR003450,DRV0042,BYD,Atto 3,Ratnapura,Matara,228,227,2025-05-04 19:18:26,43.24,61.65,1.011,0.615,0.394,284,coastal,sunny,morning,Normal
TR003451,DRV0384,MG,ZS EV,Ratnapura,Kurunegala,179,134,2025-04-20 19:18:26,41.04,44.23,1.085,0.633,0.235,248,rural,light_rain,evening,Normal
TR003452,DRV0217,Nissan,Leaf,Galle,Colombo,70,22,2025-02-13 19:18:26,27.09,35.26,0.592,0.988,0.258,145,rural,heavy_rain,morning,Normal
TR003453,DRV0333,BYD,Atto 3,Jaffna,Kandy,280,254,2025-07-11 19:18:26,48.73,69.56,0.38,0.199,0.199,369,highway,light_rain,night,Eco
TR003454,DRV0221,Tesla,Model 3,Trincomalee,Ratnapura,81,162,2024-12-07 19:18:26,51.97,76.23,0.507,0.291,0.17,86,city,monsoon,night,Eco
TR003455,DRV0034,Tesla,Model 3,Galle,Ratnapura,304,323,2025-07-17 19:18:26,34.22,51.13,1.043,0.601,1.048,488,city,cloudy,evening,Aggressive
TR003456,DRV0050,Nissan,Leaf,Colombo,Matara,163,145,2024-12-30 19:18:26,34.07,42.38,0.576,0.542,0.539,270,rural,heavy_rain,night,Normal
TR003457,DRV0066,BYD,Atto 3,Anuradhapura,Trincomalee,59,29,2025-09-02 19:18:26,48.91,68.02,0.532,0.922,0.376,81,highway,sunny,morning,Normal
TR003458,DRV0139,BYD,Atto 3,Jaffna,Kurunegala,173,39,2025-10-21 19:18:26,47.28,59.29,0.95,0.66,0.405,231,city,monsoon,evening,Normal
TR003459,DRV0398,Nissan,Leaf,Anuradhapura,Matara,97,88,2025-03-08 19:18:26,40.98,59.44,1.568,0.483,0.663,124,highway,sunny,evening,Aggressive
TR003460,DRV0077,BYD,Atto 3,Colombo,Anuradhapura,245,148,2025-02-04 19:18:26,45.31,62.59,1.103,0.589,0.301,340,city,light_rain,afternoon,Normal
TR003461,DRV0067,BYD,Atto 3,Kandy,Ratnapura,222,396,2025-10-11 19:18:26,45.82,53.84,0.364,0.196,0.191,289,city,monsoon,evening,Eco
TR003462,DRV0111,Tesla,Model 3,Colombo,Ratnapura,492,423,2025-01-27 19:18:26,42.27,53.95,0.351,0.855,0.016,772,city,cloudy,afternoon,Normal
TR003463,DRV0080,BYD,Atto 3,Ratnapura,Kurunegala,184,187,2025-03-13 19:18:26,62.11,69.81,1.351,0.005,0.283,178,coastal,sunny,afternoon,Normal
TR003464,DRV0274,BYD,Atto 3,Kurunegala,Ratnapura,278,112,2025-02-09 19:18:26,43.15,51.66,0.391,0.118,0.197,380,rural,sunny,morning,Eco
TR003465,DRV0386,Tesla,Model 3,Galle,Matara,99,70,2024-10-23 19:18:26,45.57,55.36,2.403,1.196,1.447,131,coastal,light_rain,morning,Aggressive
TR003466,DRV0043,Nissan,Leaf,Jaffna,Anuradhapura,99,94,2024-11-01 19:18:26,49.1,66.04,0.792,0.173,0.161,114,city,light_rain,morning,Normal
TR003467,DRV0193,BYD,Atto 3,Ratnapura,Jaffna,89,98,2025-03-02 19:18:26,57.07,77.5,1.141,0.716,0.391,99,coastal,light_rain,evening,Normal
TR003468,DRV0359,Tesla,Model 3,Batticaloa,Jaffna,53,20,2024-12-19 19:18:26,49.26,64.46,0.658,0.469,0.135,60,rural,heavy_rain,afternoon,Normal
TR003469,DRV0210,Tesla,Model 3,Kurunegala,Ratnapura,203,282,2025-04-25 19:18:26,59.15,67.44,0.59,0.842,0.029,219,rural,heavy_rain,morning,Normal
TR003470,DRV0182,Tesla,Model 3,Galle,Kurunegala,112,93,2025-09-16 19:18:26,50.2,67.63,0.502,0.238,0.19,147,rural,heavy_rain,morning,Eco
TR003471,DRV0168,Nissan,Leaf,Colombo,Ratnapura,360,396,2025-09-12 19:18:26,60.28,71.8,0.929,0.74,0.356,375,coastal,monsoon,afternoon,Normal
TR003472,DRV0121,BYD,Atto 3,Kurunegala,Anuradhapura,48,37,2025-05-13 19:18:26,61.64,74.69,1.838,1.554,1.112,48,city,cloudy,morning,Aggressive
TR003473,DRV0340,Nissan,Leaf,Trincomalee,Jaffna,59,47,2025-05-23 19:18:26,46.33,55.07,0.41,0.111,0.112,79,highway,heavy_rain,evening,Eco
TR003474,DRV0163,Nissan,Leaf,Matara,Jaffna,203,196,2025-04-17 19:18:26,46.92,55.59,0.847,0.668,0.029,255,coastal,sunny,night,Normal
TR003475,DRV0183,BYD,Atto 3,Matara,Galle,137,25,2025-03-26 19:18:26,54.31,62.45,1.431,1.716,1.146,157,rural,sunny,night,Aggressive
TR003476,DRV0375,BYD,Atto 3,Matara,Batticaloa,123,139,2025-05-07 19:18:26,29.82,44.43,1.275,0.831,0.388,206,coastal,sunny,night,Normal
TR003477,DRV0295,Tesla,Model 3,Jaffna,Kurunegala,118,84,2025-07-06 19:18:26,20.58,23.95,0.787,1.099,0.547,342,highway,sunny,morning,Aggressive
TR003478,DRV0023,MG,ZS EV,Ratnapura,Galle,339,348,2025-05-25 19:18:26,47.59,62.81,0.657,0.862,0.266,473,rural,cloudy,afternoon,Normal
TR003479,DRV0213,Tesla,Model 3,Ratnapura,Matara,221,292,2025-05-12 19:18:26,31.33,52.77,1.195,0.642,0.461,380,highway,sunny,evening,Normal
TR003480,DRV0354,Tesla,Model 3,Galle,Colombo,43,20,2024-12-10 19:18:26,53.62,65.36,0.869,0.773,0.827,53,rural,monsoon,afternoon,Normal
