trip_id,vehicle_model,distance_km,driving_style,road_type,weather,elevation_gain_m,avg_speed,energy_consumed_kWh,battery_capacity_kWh,battery_start_%,battery_end_%
TR013321,Model 3,58,Normal,highway,heavy_rain,78,39.55,9.006,60,70.45,55.44
TR013322,Model 3,305,Eco,highway,light_rain,169,38.58,40.704,75,91.97,37.7
TR013323,Atto 3,278,Normal,highway,cloudy,120,21.74,46.409,40,91.23,0.0
TR013324,Model 3,392,Eco,rural,sunny,284,70.06,51.481,50,97.58,0.0
TR013325,Atto 3,452,Aggressive,city,cloudy,122,48.97,108.968,50,93.5,0.0
TR013326,Atto 3,155,Normal,rural,cloudy,199,46.88,25.555,40,74.62,10.73
TR013327,Atto 3,246,Aggressive,highway,heavy_rain,122,51.6,57.19,40,53.24,0.0
TR013328,Atto 3,41,Eco,highway,light_rain,49,11.56,6.233,60,55.47,45.08
TR013329,Leaf,372,Normal,coastal,sunny,270,46.31,61.138,40,50.46,0.0
TR013330,Atto 3,190,Normal,coastal,sunny,119,47.07,33.848,40,48.02,0.0
TR013331,ZS EV,118,Normal,highway,heavy_rain,83,30.87,21.795,60,46.65,10.32
TR013332,Atto 3,107,Normal,rural,sunny,181,34.02,19.054,40,56.75,9.12
TR013333,ZS EV,79,Aggressive,highway,light_rain,56,49.76,18.568,60,62.72,31.77
TR013334,Atto 3,310,Normal,rural,light_rain,162,29.91,54.165,50,79.12,0.0
TR013335,ZS EV,388,Normal,rural,cloudy,150,50.49,69.604,50,72.61,0.0
TR013336,Atto 3,212,Normal,highway,monsoon,101,51.84,39.261,40,60.89,0.0
TR013337,ZS EV,216,Aggressive,city,sunny,230,42.46,54.064,40,62.24,0.0
TR013338,Atto 3,187,Aggressive,city,sunny,156,41.85,42.777,40,56.69,0.0
TR013339,Leaf,135,Normal,highway,sunny,39,53.11,20.546,40,92.0,40.64
TR013340,Model 3,180,Normal,rural,cloudy,297,55.32,27.046,60,54.52,9.44
TR013341,ZS EV,158,Normal,city,sunny,119,39.13,30.329,60,46.6,0.0
TR013342,ZS EV,54,Eco,rural,heavy_rain,16,34.96,9.647,75,65.28,52.42
TR013343,Leaf,379,Aggressive,coastal,cloudy,242,33.33,85.239,60,68.1,0.0
TR013344,ZS EV,56,Normal,city,light_rain,61,43.97,10.813,50,75.6,53.97
TR013345,Atto 3,351,Aggressive,coastal,sunny,191,50.7,78.461,60,71.31,0.0
TR013346,Leaf,123,Aggressive,highway,sunny,29,35.79,23.996,75,77.14,45.15
TR013347,Model 3,45,Eco,rural,sunny,48,27.48,6.097,40,82.72,67.48
TR013348,Model 3,141,Normal,city,light_rain,117,68.38,21.387,60,45.82,10.17
TR013349,ZS EV,193,Eco,city,light_rain,155,40.51,32.445,50,49.98,0.0
TR013350,Leaf,211,Normal,city,heavy_rain,150,51.65,38.521,40,41.29,0.0
TR013351,Atto 3,59,Eco,highway,cloudy,36,37.9,8.799,60,60.53,45.86
TR013352,ZS EV,437,Normal,rural,cloudy,81,37.65,78.007,75,95.4,0.0
TR013353,ZS EV,90,Normal,city,sunny,71,34.95,17.649,50,70.18,34.88
TR013354,ZS EV,255,Normal,coastal,monsoon,231,30.42,52.095,75,91.79,22.33
TR013355,Atto 3,292,Eco,highway,heavy_rain,366,57.58,45.908,50,97.16,5.34
TR013356,Model 3,71,Normal,city,sunny,90,45.09,11.408,75,60.88,45.67
TR013357,Atto 3,64,Aggressive,highway,monsoon,78,31.1,14.485,40,56.2,19.99
TR013358,Atto 3,238,Eco,coastal,light_rain,328,53.48,38.208,60,86.95,23.27
TR013359,Model 3,215,Normal,rural,sunny,62,53.13,32.232,50,88.22,23.76
TR013360,Atto 3,239,Aggressive,coastal,sunny,120,45.48,53.083,50,61.59,0.0
TR013361,Leaf,181,Normal,city,monsoon,158,21.52,34.154,50,77.37,9.06
TR013362,Leaf,70,Normal,coastal,sunny,119,43.03,11.553,60,56.74,37.49
TR013363,ZS EV,160,Eco,rural,sunny,156,37.61,26.194,75,73.57,38.64
TR013364,Atto 3,82,Aggressive,rural,cloudy,191,46.04,18.665,40,90.81,44.15
TR013365,Leaf,138,Normal,rural,heavy_rain,90,48.25,23.537,75,82.05,50.67
TR013366,ZS EV,452,Normal,rural,sunny,364,50.18,85.133,75,65.55,0.0
TR013367,Atto 3,382,Normal,coastal,heavy_rain,284,25.78,68.939,75,93.68,1.76
TR013368,Leaf,168,Normal,rural,sunny,166,50.71,27.058,50,68.32,14.2
TR013369,ZS EV,67,Normal,coastal,cloudy,65,37.14,12.473,40,83.65,52.47
TR013370,Model 3,215,Normal,coastal,cloudy,101,23.28,33.347,40,86.24,2.87
TR013371,Atto 3,298,Normal,city,heavy_rain,334,49.67,58.218,60,87.92,0.0
TR013372,ZS EV,98,Aggressive,highway,cloudy,155,57.88,22.316,60,93.94,56.75
TR013373,Leaf,189,Eco,rural,sunny,129,35.8,27.675,75,52.68,15.78
TR013374,Leaf,78,Normal,highway,sunny,52,48.59,11.943,75,95.54,79.62
TR013375,Model 3,64,Normal,rural,sunny,77,47.23,9.85,60,97.95,81.53
TR013376,ZS EV,59,Eco,coastal,heavy_rain,75,45.57,10.709,75,48.8,34.52
TR013377,Atto 3,134,Normal,rural,cloudy,176,29.1,23.026,50,88.46,42.41
TR013378,Model 3,285,Normal,coastal,heavy_rain,196,50.01,48.818,40,57.45,0.0
TR013379,ZS EV,121,Aggressive,coastal,sunny,167,37.29,30.831,60,69.24,17.86
TR013380,Atto 3,265,Normal,highway,cloudy,302,48.4,43.847,40,75.34,0.0
TR013381,Leaf,271,Normal,rural,sunny,181,40.17,44.5,60,90.17,16.0
TR013382,Atto 3,212,Normal,city,sunny,171,30.12,37.436,60,97.52,35.13
TR013383,Leaf,198,Normal,rural,heavy_rain,125,35.72,35.173,40,74.6,0.0
TR013384,ZS EV,380,Normal,rural,cloudy,263,32.42,67.691,60,73.2,0.0
TR013385,Model 3,109,Aggressive,highway,sunny,33,62.23,19.604,50,96.68,57.47
TR013386,Leaf,304,Normal,rural,cloudy,180,40.28,49.519,40,65.64,0.0
TR013387,Atto 3,265,Aggressive,highway,sunny,99,43.83,57.261,75,52.71,0.0
TR013388,ZS EV,123,Normal,highway,light_rain,46,40.1,21.856,75,98.6,69.46
TR013389,ZS EV,323,Aggressive,rural,cloudy,124,58.57,78.056,75,44.9,0.0
TR013390,Atto 3,316,Aggressive,city,sunny,318,52.27,73.303,60,91.03,0.0
TR013391,ZS EV,282,Aggressive,coastal,cloudy,100,32.97,67.717,75,45.4,0.0
TR013392,Leaf,63,Aggressive,coastal,heavy_rain,93,42.28,14.733,50,87.26,57.79
TR013393,ZS EV,59,Eco,rural,light_rain,79,50.53,10.02,40,73.79,48.74
TR013394,ZS EV,114,Normal,rural,heavy_rain,78,35.8,23.21,50,88.71,42.29
TR013395,Model 3,67,Normal,highway,light_rain,65,49.76,10.236,60,87.86,70.8
TR013396,ZS EV,93,Normal,city,cloudy,26,71.17,18.455,60,41.62,10.86
TR013397,Atto 3,168,Eco,coastal,light_rain,185,38.04,27.068,40,60.72,0.0
TR013398,Leaf,315,Normal,city,heavy_rain,199,10.23,57.523,40,64.05,0.0
TR013399,Atto 3,216,Normal,rural,heavy_rain,218,30.69,39.322,60,94.28,28.74
TR013400,Model 3,327,Aggressive,coastal,light_rain,284,63.66,68.055,60,98.49,0.0
TR013401,Atto 3,172,Normal,highway,monsoon,72,59.29,32.535,60,59.28,5.05
TR013402,ZS EV,119,Normal,highway,cloudy,298,64.53,20.734,60,50.38,15.82
TR013403,ZS EV,112,Normal,city,sunny,186,29.48,21.702,40,79.42,25.16
TR013404,Atto 3,342,Aggressive,city,monsoon,207,21.94,87.836,75,76.31,0.0
TR013405,Leaf,99,Normal,coastal,heavy_rain,74,49.65,17.627,75,92.61,69.11
TR013406,ZS EV,182,Normal,city,cloudy,140,42.8,34.803,40,78.33,0.0
TR013407,Model 3,71,Normal,city,sunny,30,50.63,11.11,60,59.76,41.24
TR013408,Model 3,331,Normal,coastal,heavy_rain,99,26.26,54.636,50,63.7,0.0
TR013409,Leaf,304,Normal,city,sunny,148,42.38,51.24,50,57.97,0.0
TR013410,Model 3,208,Eco,highway,heavy_rain,290,31.07,28.009,75,44.79,7.44
TR013411,Leaf,203,Eco,coastal,cloudy,221,54.9,30.212,75,84.09,43.81
TR013412,Leaf,119,Normal,rural,sunny,40,53.51,19.182,75,76.35,50.77
TR013413,Model 3,123,Normal,city,sunny,60,33.29,19.58,60,61.48,28.85
TR013414,Model 3,68,Normal,city,light_rain,21,19.47,11.033,60,60.27,41.88
TR013415,Atto 3,49,Normal,city,heavy_rain,132,51.61,9.964,40,63.76,38.85
TR013416,Model 3,100,Aggressive,coastal,monsoon,75,35.18,22.73,75,68.43,38.12
TR013417,ZS EV,126,Eco,rural,sunny,111,35.2,20.129,75,55.59,28.75
TR013418,Model 3,228,Normal,highway,cloudy,211,25.32,33.588,75,64.19,19.41
TR013419,Atto 3,170,Aggressive,highway,sunny,130,42.12,36.136,50,83.35,11.08
TR013420,Model 3,292,Normal,highway,cloudy,218,43.22,41.702,40,44.06,0.0
TR013421,Leaf,480,Normal,coastal,sunny,273,31.28,76.805,75,91.04,0.0
TR013422,Atto 3,119,Normal,city,cloudy,71,49.46,21.532,40,53.91,0.08
TR013423,Atto 3,201,Aggressive,highway,sunny,133,28.24,41.76,60,56.61,0.0
TR013424,Leaf,244,Normal,highway,monsoon,139,36.77,41.846,75,70.74,14.95
TR013425,ZS EV,245,Eco,highway,cloudy,152,20.99,38.42,50,49.94,0.0
TR013426,Model 3,252,Normal,coastal,cloudy,199,37.09,41.06,40,82.81,0.0
TR013427,Atto 3,65,Eco,city,heavy_rain,21,34.86,11.207,50,86.62,64.21
TR013428,Model 3,25,Eco,highway,heavy_rain,21,35.78,3.454,40,71.07,62.44
TR013429,Leaf,172,Aggressive,coastal,sunny,147,47.76,35.348,50,95.68,24.98
TR013430,Atto 3,36,Aggressive,rural,monsoon,27,43.38,9.131,50,84.71,66.45
TR013431,Model 3,169,Aggressive,coastal,cloudy,49,47.49,33.989,50,70.03,2.05
TR013432,ZS EV,143,Aggressive,rural,cloudy,228,48.37,33.004,50,91.21,25.2
TR013433,Atto 3,174,Normal,city,cloudy,124,49.91,31.208,40,61.1,0.0
TR013434,Leaf,56,Normal,highway,sunny,21,38.87,8.396,40,84.73,63.74
TR013435,Atto 3,76,Normal,rural,cloudy,122,33.37,13.221,50,68.55,42.11
TR013436,Atto 3,124,Normal,rural,sunny,89,36.59,20.347,75,86.28,59.15
TR013437,ZS EV,254,Normal,rural,light_rain,170,46.41,46.318,50,83.5,0.0
TR013438,Atto 3,64,Aggressive,coastal,heavy_rain,77,62.77,15.594,50,66.27,35.08
TR013439,Atto 3,149,Normal,city,cloudy,122,44.13,26.257,75,68.39,33.38
TR013440,ZS EV,311,Aggressive,highway,monsoon,200,49.92,78.585,75,81.48,0.0
TR013441,Model 3,169,Normal,city,light_rain,133,22.87,27.855,50,41.21,0.0
TR013442,Atto 3,288,Normal,city,heavy_rain,317,25.14,55.615,75,94.93,20.78
TR013443,Atto 3,358,Normal,coastal,heavy_rain,77,53.68,68.2,50,64.47,0.0
TR013444,ZS EV,200,Normal,highway,sunny,82,63.11,35.7,40,95.42,6.17
TR013445,Atto 3,324,Normal,coastal,sunny,356,60.21,57.414,60,46.68,0.0
TR013446,Leaf,122,Normal,city,sunny,124,48.59,20.641,60,56.67,22.27
TR013447,ZS EV,272,Normal,rural,monsoon,114,38.89,55.633,75,87.78,13.6
TR013448,Model 3,105,Eco,coastal,monsoon,91,51.51,16.45,50,43.93,11.03
TR013449,Model 3,387,Eco,rural,sunny,362,48.02,52.742,60,96.07,8.17
TR013450,Leaf,358,Eco,highway,sunny,209,30.78,48.01,60,77.43,0.0
TR013451,Model 3,27,Eco,coastal,light_rain,19,37.2,3.81,75,79.62,74.54
TR013452,ZS EV,112,Eco,rural,sunny,73,37.05,18.501,60,85.7,54.87
TR013453,Atto 3,66,Normal,coastal,sunny,96,48.27,11.237,75,53.74,38.76
TR013454,Leaf,154,Normal,highway,monsoon,144,53.46,25.567,60,79.41,36.8
TR013455,Atto 3,139,Aggressive,rural,cloudy,93,48.47,30.56,50,51.06,0.0
TR013456,ZS EV,69,Aggressive,highway,sunny,23,45.56,15.67,75,99.12,78.23
TR013457,Leaf,34,Normal,rural,sunny,71,39.86,5.47,75,95.39,88.1
TR013458,Leaf,199,Eco,city,cloudy,318,20.27,30.561,50,74.07,12.95
TR013459,Atto 3,51,Eco,highway,light_rain,10,67.2,7.613,60,99.24,86.55
TR013460,Atto 3,273,Normal,rural,cloudy,154,57.99,48.047,50,87.11,0.0
TR013461,Leaf,169,Normal,highway,cloudy,58,39.43,26.147,75,95.87,61.01
TR013462,Leaf,274,Eco,coastal,cloudy,207,55.88,39.965,50,80.33,0.4
TR013463,Leaf,244,Aggressive,highway,sunny,175,37.43,47.949,50,91.42,0.0
TR013464,ZS EV,35,Eco,rural,light_rain,16,50.36,5.94,40,99.15,84.3
TR013465,ZS EV,50,Eco,highway,monsoon,45,61.65,8.594,50,41.44,24.25
TR013466,Model 3,137,Aggressive,city,monsoon,110,40.22,31.448,75,91.66,49.73
TR013467,ZS EV,195,Aggressive,city,sunny,104,40.95,48.444,75,68.96,4.37
TR013468,Atto 3,58,Normal,highway,heavy_rain,41,48.14,9.826,40,56.96,32.39
TR013469,Leaf,83,Normal,highway,heavy_rain,17,47.76,14.103,50,58.32,30.11
TR013470,Model 3,162,Normal,highway,sunny,86,28.96,23.487,50,75.71,28.74
TR013471,Leaf,481,Normal,city,sunny,200,46.26,83.786,50,85.38,0.0
TR013472,Model 3,156,Normal,highway,sunny,87,45.41,21.548,75,97.78,69.05
TR013473,Leaf,54,Aggressive,city,light_rain,91,36.12,12.451,60,76.57,55.82
TR013474,Leaf,235,Normal,coastal,sunny,128,31.41,39.746,75,82.39,29.4
TR013475,Atto 3,331,Normal,rural,heavy_rain,152,36.2,59.506,40,82.95,0.0
TR013476,ZS EV,57,Eco,highway,cloudy,40,30.66,8.839,40,78.74,56.64
TR013477,Leaf,97,Normal,rural,sunny,45,18.65,15.656,40,48.4,9.26
TR013478,Atto 3,289,Normal,rural,heavy_rain,113,48.17,52.198,40,81.77,0.0
TR013479,Model 3,76,Normal,city,sunny,94,53.1,12.317,50,45.2,20.57
TR013480,Model 3,63,Normal,rural,sunny,39,41.92,9.418,40,54.75,31.2
TR013481,ZS EV,82,Normal,highway,monsoon,140,54.41,15.128,60,41.93,16.72
TR013482,Atto 3,87,Normal,rural,cloudy,56,35.8,14.604,50,60.23,31.02
TR013483,ZS EV,24,Eco,coastal,sunny,27,62.15,4.068,75,74.51,69.09
TR013484,Model 3,223,Normal,highway,monsoon,116,45.2,35.97,40,42.09,0.0
TR013485,Leaf,185,Eco,rural,cloudy,120,39.48,27.395,75,59.59,23.06
TR013486,ZS EV,221,Normal,highway,cloudy,107,34.28,37.529,40,90.42,0.0
TR013487,Atto 3,144,Normal,city,sunny,114,48.78,26.614,50,70.62,17.39
TR013488,ZS EV,134,Normal,highway,heavy_rain,130,57.51,25.622,50,97.42,46.18
TR013489,ZS EV,39,Aggressive,rural,light_rain,81,63.38,9.603,40,93.43,69.42
TR013490,Atto 3,95,Eco,highway,sunny,129,41.19,14.19,75,49.27,30.35
TR013491,Atto 3,67,Aggressive,city,light_rain,121,55.31,16.141,75,41.04,19.52
TR013492,Leaf,118,Aggressive,city,sunny,20,36.13,24.953,75,43.37,10.1
TR013493,ZS EV,200,Normal,city,sunny,76,51.86,37.274,60,58.87,0.0
TR013494,Model 3,207,Eco,city,cloudy,117,54.32,30.411,75,52.74,12.19
TR013495,Atto 3,368,Aggressive,highway,cloudy,291,37.3,80.937,50,65.5,0.0
TR013496,ZS EV,220,Eco,rural,cloudy,154,46.75,36.334,75,61.68,13.23
TR013497,Leaf,154,Aggressive,highway,sunny,147,57.32,30.606,60,47.71,0.0
TR013498,Model 3,345,Normal,city,cloudy,286,64.52,56.456,50,87.92,0.0
TR013499,ZS EV,204,Normal,city,light_rain,266,62.51,39.58,75,84.32,31.55
TR013500,Atto 3,168,Normal,coastal,light_rain,323,48.05,30.522,50,98.34,37.3
TR013501,ZS EV,51,Normal,city,cloudy,11,52.44,9.531,50,68.71,49.65
TR013502,Leaf,121,Normal,rural,heavy_rain,115,50.88,20.544,50,42.67,1.58
TR013503,Leaf,442,Normal,rural,light_rain,208,27.64,71.073,75,91.7,0.0
TR013504,Atto 3,58,Normal,city,monsoon,95,53.58,11.698,60,74.64,55.14
TR013505,ZS EV,121,Normal,city,heavy_rain,124,34.91,25.283,40,89.64,26.43
TR013506,Model 3,62,Aggressive,city,sunny,43,34.59,12.592,40,97.33,65.85
TR013507,ZS EV,222,Normal,coastal,heavy_rain,93,42.86,45.343,60,83.25,7.68
TR013508,Leaf,47,Eco,coastal,light_rain,98,40.27,7.093,50,98.58,84.39
TR013509,Model 3,189,Aggressive,rural,heavy_rain,221,61.25,40.039,40,40.41,0.0
TR013510,Model 3,83,Aggressive,city,heavy_rain,15,52.04,18.342,75,70.74,46.28
TR013511,Leaf,215,Aggressive,highway,cloudy,176,45.88,43.728,40,61.81,0.0
TR013512,Model 3,223,Aggressive,coastal,cloudy,264,42.93,44.713,50,99.5,10.07
TR013513,Leaf,130,Normal,city,cloudy,147,39.64,22.086,60,65.12,28.31
TR013514,Model 3,36,Normal,coastal,sunny,92,47.96,5.518,50,48.71,37.67
TR013515,Leaf,167,Normal,city,sunny,123,49.42,27.31,60,72.73,27.21
TR013516,ZS EV,90,Aggressive,rural,sunny,90,62.79,21.788,50,99.15,55.57
TR013517,Atto 3,85,Normal,rural,cloudy,121,42.38,14.603,75,93.02,73.55
TR013518,Leaf,195,Eco,coastal,light_rain,128,33.32,29.976,40,83.44,8.5
TR013519,ZS EV,70,Normal,rural,sunny,97,60.45,12.964,75,45.14,27.86
TR013520,ZS EV,103,Aggressive,highway,sunny,87,50.67,22.783,75,59.79,29.41
TR013521,Atto 3,113,Normal,coastal,heavy_rain,48,37.91,20.795,40,74.1,22.11
TR013522,Atto 3,324,Normal,city,sunny,263,50.03,60.09,40,59.18,0.0
TR013523,Leaf,91,Eco,highway,sunny,132,45.96,12.629,40,82.78,51.21
TR013524,Atto 3,73,Normal,city,sunny,120,49.37,13.464,60,43.12,20.68
TR013525,Atto 3,423,Normal,city,cloudy,309,48.15,78.136,60,81.06,0.0
TR013526,ZS EV,206,Normal,city,sunny,239,44.27,37.935,75,51.74,1.16
TR013527,ZS EV,258,Normal,coastal,heavy_rain,334,37.38,54.399,40,40.85,0.0
TR013528,Model 3,358,Normal,city,cloudy,94,44.42,57.799,40,40.06,0.0
TR013529,Leaf,275,Normal,city,light_rain,111,35.18,46.616,75,90.85,28.69
TR013530,Model 3,247,Normal,highway,cloudy,136,51.36,35.592,60,98.64,39.32
TR013531,ZS EV,37,Aggressive,coastal,sunny,18,39.13,8.759,40,86.05,64.15
TR013532,Leaf,140,Normal,rural,sunny,87,57.54,22.567,75,44.85,14.76
TR013533,Model 3,244,Aggressive,highway,cloudy,138,35.66,47.009,40,56.81,0.0
TR013534,ZS EV,82,Normal,rural,sunny,61,47.66,14.989,50,60.75,30.77
TR013535,Leaf,197,Aggressive,rural,heavy_rain,197,44.58,43.596,50,59.38,0.0
TR013536,Atto 3,61,Normal,highway,cloudy,17,53.9,10.372,40,57.32,31.39
TR013537,Atto 3,156,Eco,highway,heavy_rain,140,62.72,25.539,40,64.32,0.47
TR013538,Leaf,304,Normal,city,cloudy,192,28.23,52.136,60,91.95,5.06
TR013539,Leaf,96,Aggressive,coastal,cloudy,84,39.51,20.364,40,42.24,0.0
TR013540,Model 3,66,Normal,coastal,cloudy,27,52.7,10.452,60,53.92,36.5
TR013541,ZS EV,79,Normal,coastal,cloudy,16,34.41,14.826,75,89.59,69.82
TR013542,Atto 3,155,Aggressive,highway,sunny,122,45.73,32.269,75,58.85,15.82
TR013543,Model 3,116,Aggressive,rural,sunny,176,35.3,23.174,60,50.75,12.13
TR013544,Model 3,397,Normal,city,heavy_rain,278,22.95,69.194,75,41.37,0.0
TR013545,Leaf,144,Normal,coastal,sunny,183,40.3,23.043,75,85.11,54.39
TR013546,Model 3,207,Normal,city,monsoon,142,66.23,36.37,50,89.92,17.18
TR013547,Model 3,321,Normal,coastal,heavy_rain,186,38.9,53.302,60,78.48,0.0
TR013548,Leaf,66,Normal,city,monsoon,107,45.63,12.541,50,90.13,65.05
TR013549,Model 3,194,Aggressive,city,sunny,71,17.2,40.015,40,55.55,0.0
TR013550,Model 3,126,Aggressive,rural,cloudy,84,37.21,25.139,75,81.3,47.78
TR013551,Model 3,268,Normal,rural,heavy_rain,255,58.14,41.205,50,41.16,0.0
TR013552,ZS EV,119,Eco,highway,sunny,149,36.53,18.681,75,44.18,19.27
TR013553,Atto 3,72,Normal,highway,sunny,74,29.85,11.96,50,45.51,21.59
TR013554,Leaf,191,Normal,rural,heavy_rain,323,75.47,32.714,60,47.39,0.0
TR013555,ZS EV,161,Aggressive,coastal,sunny,120,43.02,39.055,40,43.07,0.0
TR013556,Leaf,220,Normal,city,cloudy,198,43.44,37.181,75,75.86,26.29
TR013557,Model 3,117,Normal,city,sunny,78,49.38,19.031,40,89.76,42.18
TR013558,Atto 3,111,Normal,highway,sunny,147,60.8,18.311,40,67.87,22.09
TR013559,Model 3,48,Normal,rural,heavy_rain,10,41.63,7.661,75,66.75,56.54
TR013560,Atto 3,62,Aggressive,city,light_rain,34,44.32,14.495,40,59.39,23.15
TR013561,Leaf,142,Normal,rural,sunny,73,49.55,22.726,75,94.77,64.47
TR013562,ZS EV,74,Normal,city,sunny,62,32.91,14.12,60,46.31,22.78
TR013563,ZS EV,90,Normal,coastal,sunny,19,48.22,16.601,40,70.09,28.59
TR013564,Atto 3,69,Normal,rural,light_rain,16,49.58,12.27,40,52.28,21.6
TR013565,Model 3,273,Eco,rural,sunny,60,66.35,37.223,60,58.8,0.0
TR013566,Atto 3,212,Normal,highway,heavy_rain,165,39.86,37.727,75,94.69,44.39
TR013567,ZS EV,84,Normal,highway,sunny,90,63.77,14.905,50,84.47,54.66
TR013568,Model 3,64,Aggressive,rural,light_rain,98,43.47,12.933,75,72.91,55.67
TR013569,ZS EV,117,Normal,highway,light_rain,67,26.29,20.685,50,40.78,0.0
TR013570,Leaf,99,Normal,city,cloudy,55,61.73,17.414,40,43.88,0.35
TR013571,Atto 3,226,Normal,highway,cloudy,249,29.06,37.271,60,61.71,0.0
TR013572,Leaf,254,Eco,highway,sunny,137,29.86,35.6,60,81.95,22.62
TR013573,Model 3,57,Eco,city,sunny,14,56.48,8.12,75,69.1,58.27
TR013574,ZS EV,197,Aggressive,coastal,sunny,245,45.96,45.779,60,71.99,0.0
TR013575,Leaf,244,Normal,coastal,monsoon,199,38.32,44.079,75,67.89,9.12
TR013576,Atto 3,367,Normal,rural,sunny,171,55.7,61.053,40,92.55,0.0
TR013577,Leaf,60,Normal,city,heavy_rain,91,39.68,11.279,60,74.25,55.45
TR013578,Atto 3,212,Eco,highway,cloudy,155,42.39,30.739,75,43.51,2.52
TR013579,Leaf,173,Aggressive,rural,monsoon,138,76.66,40.828,50,45.41,0.0
TR013580,Atto 3,98,Eco,city,monsoon,96,53.52,18.449,40,45.55,0.0
TR013581,Atto 3,95,Eco,highway,sunny,81,44.86,14.125,60,82.39,58.85
TR013582,Atto 3,180,Normal,city,sunny,199,66.41,32.893,75,97.82,53.96
TR013583,ZS EV,146,Aggressive,highway,cloudy,101,50.09,33.31,50,99.23,32.61
TR013584,Atto 3,190,Normal,highway,heavy_rain,202,33.12,34.222,60,73.34,16.3
TR013585,Model 3,68,Aggressive,rural,cloudy,27,45.78,13.794,40,47.94,13.46
TR013586,Atto 3,222,Normal,highway,sunny,318,52.75,36.255,60,68.14,7.71
TR013587,Leaf,130,Normal,rural,cloudy,105,38.03,21.026,50,40.85,0.0
TR013588,Model 3,299,Aggressive,coastal,heavy_rain,173,48.0,64.354,50,77.85,0.0
TR013589,Model 3,96,Normal,highway,sunny,72,67.28,13.704,60,54.26,31.42
TR013590,Leaf,90,Normal,rural,sunny,145,42.3,14.675,40,51.69,15.0
TR013591,ZS EV,250,Eco,highway,sunny,52,45.17,38.031,75,97.39,46.68
TR013592,Atto 3,136,Aggressive,city,heavy_rain,127,36.0,34.098,50,88.73,20.53
TR013593,ZS EV,101,Eco,coastal,sunny,20,34.19,16.724,60,85.74,57.87
TR013594,Model 3,123,Aggressive,highway,heavy_rain,150,43.73,25.139,50,76.08,25.8
TR013595,Model 3,250,Normal,city,sunny,248,42.73,39.417,60,51.39,0.0
TR013596,ZS EV,274,Aggressive,rural,light_rain,241,56.98,65.447,75,46.73,0.0
TR013597,Model 3,310,Normal,highway,sunny,121,34.8,43.22,75,87.96,30.33
TR013598,Model 3,260,Aggressive,city,sunny,408,48.13,54.687,50,87.72,0.0
TR013599,Model 3,103,Normal,highway,cloudy,27,53.21,15.375,40,86.91,48.47
TR013600,Model 3,143,Eco,rural,sunny,247,53.26,18.433,75,60.57,35.99
TR013601,Leaf,238,Normal,highway,cloudy,363,49.26,36.874,50,63.84,0.0
TR013602,Model 3,381,Aggressive,highway,sunny,261,61.85,70.348,40,84.71,0.0
TR013603,ZS EV,275,Eco,coastal,cloudy,102,53.92,45.969,75,46.44,0.0
TR013604,Leaf,141,Normal,city,monsoon,136,53.67,26.696,60,57.88,13.39
TR013605,Model 3,250,Normal,highway,sunny,150,52.33,36.651,50,60.34,0.0
TR013606,ZS EV,71,Normal,coastal,sunny,79,42.42,13.256,50,40.99,14.48
TR013607,Model 3,149,Eco,city,cloudy,103,61.0,21.646,75,56.09,27.23
TR013608,Atto 3,158,Aggressive,highway,sunny,208,27.31,34.476,60,60.42,2.96
TR013609,Leaf,140,Normal,highway,heavy_rain,119,49.82,22.862,75,40.88,10.4
TR013610,ZS EV,87,Eco,coastal,sunny,80,40.24,14.62,50,71.6,42.36
TR013611,Atto 3,130,Normal,rural,sunny,299,43.93,22.638,60,88.08,50.35
TR013612,ZS EV,116,Normal,highway,sunny,27,43.93,19.487,60,91.29,58.81
TR013613,Atto 3,236,Normal,rural,cloudy,162,19.53,42.176,40,51.53,0.0
TR013614,Atto 3,72,Normal,coastal,sunny,39,58.69,12.68,75,57.31,40.4
TR013615,ZS EV,373,Normal,highway,sunny,251,52.99,62.462,60,78.08,0.0
TR013616,Atto 3,208,Aggressive,rural,sunny,127,32.75,46.423,50,40.49,0.0
TR013617,ZS EV,144,Aggressive,rural,cloudy,57,45.92,34.185,75,97.22,51.64
TR013618,Model 3,127,Normal,coastal,heavy_rain,69,40.26,20.961,75,45.15,17.2
TR013619,ZS EV,67,Normal,highway,sunny,143,42.1,11.69,60,56.17,36.69
TR013620,ZS EV,191,Normal,highway,cloudy,52,46.0,32.898,40,92.23,9.98
TR013621,Leaf,85,Eco,rural,sunny,57,27.55,12.092,50,73.3,49.12
TR013622,Model 3,69,Normal,highway,cloudy,49,54.75,10.048,50,71.19,51.09
TR013623,Leaf,111,Aggressive,highway,heavy_rain,42,41.07,24.179,60,70.26,29.96
TR013624,Leaf,90,Normal,rural,sunny,59,58.04,14.445,40,46.39,10.28
TR013625,Model 3,108,Normal,rural,cloudy,20,39.65,16.254,50,50.87,18.36
TR013626,Atto 3,235,Normal,rural,sunny,214,45.77,40.02,40,69.45,0.0
TR013627,Model 3,52,Aggressive,highway,heavy_rain,26,59.46,10.271,40,48.56,22.88
TR013628,ZS EV,71,Eco,city,cloudy,32,51.86,12.154,75,86.76,70.55
TR013629,ZS EV,211,Normal,rural,sunny,150,57.74,38.171,40,79.88,0.0
